POR,PHI,2
POR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. CovingtonR. CovingtonPF,19,0-0,0-0,0-0,0,3,3,1,0,0,1,0,0,-6
N. PowellN. PowellSF,29,8-12,1-3,5-5,0,1,1,0,0,0,2,3,22,-12
J. NurkicJ. NurkicC,28,3-5,0-0,1-4,3,6,9,3,1,2,0,0,7,-4
D. LillardD. LillardPG,36,7-20,2-9,4-5,1,6,7,10,0,0,3,2,20,-14
C. McCollumC. McCollumSG,40,8-20,3-8,1-4,2,2,4,3,1,0,2,0,20,-16
L. Nance Jr.L. Nance Jr.PF,18,3-7,1-3,0-0,2,4,6,0,1,0,2,1,7,-1
T. SnellT. SnellSF,10,2-2,2-2,0-0,0,1,1,0,0,0,0,1,6,-1
N. LittleN. LittleSF,20,2-5,0-2,0-0,4,4,8,1,0,0,2,3,4,+1
C. ZellerC. ZellerC,11,0-1,0-0,0-0,1,2,3,0,0,0,0,2,0,0
A. SimonsA. SimonsSG,29,7-12,3-7,0-0,0,3,3,3,2,0,2,3,17,+3
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenSF,19,4-5,3-4,0-0,0,3,3,1,1,1,0,2,11,+5
A. DrummondA. DrummondC,34,5-11,0-0,4-4,4,11,15,7,5,1,0,4,14,+15
T. MaxeyT. MaxeyPG,30,4-8,0-0,2-3,0,1,1,7,1,0,3,1,10,+11
S. CurryS. CurrySG,34,10-17,3-10,0-0,0,6,6,5,0,0,1,1,23,+10
F. KorkmazF. KorkmazSG,25,5-10,3-8,2-2,1,1,2,5,1,0,1,0,15,+6
G. NiangG. NiangSF,31,7-16,3-9,4-5,1,4,5,5,0,1,1,2,21,+3
P. ReedP. ReedSF,9,2-3,0-0,0-0,0,0,0,0,0,2,0,3,4,-8
M. ThybulleM. ThybulleSG,27,1-4,0-2,0-0,0,0,0,1,3,1,2,3,2,+8
S. MiltonS. MiltonSG,20,4-8,0-2,2-2,1,0,1,3,0,0,2,1,10,-1
I. JoeI. JoeSG,11,1-1,1-1,0-0,0,1,1,0,0,0,0,1,3,+1
