BOS,WSH,2
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. WilliamsG. WilliamsPF,24,2-5,0-2,2-2,2,2,4,0,0,1,0,4,6,+3
J. TatumJ. TatumSF,46,10-32,0-5,7-7,2,13,15,3,2,1,4,5,27,+2
A. HorfordA. HorfordC,41,4-9,0-1,0-0,0,10,10,5,1,6,0,4,8,-2
SchröderSchröder PG,42,1-7,0-3,4-6,1,3,4,9,3,0,1,4,6,-3
J. BrownJ. BrownSG,47,14-24,0-5,6-7,0,6,6,2,1,1,3,3,34,-6
J. ParkerJ. ParkerPF,12,2-5,0-1,0-0,0,2,2,1,0,0,1,2,4,+2
KanterKanter C,5,1-3,0-0,0-0,1,2,3,0,0,0,0,1,2,-2
P. PritchardP. PritchardPG,18,2-4,1-3,0-0,0,3,3,1,0,0,1,2,5,-3
J. RichardsonJ. RichardsonSG,37,7-15,1-4,3-3,1,2,3,0,1,1,1,5,18,+3
R. LangfordR. LangfordSG,18,1-3,0-2,0-0,1,3,4,2,0,0,0,2,2,-9
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,48,6-14,2-4,3-7,3,14,17,1,0,2,2,4,17,-3
M. HarrellM. HarrellC,35,6-14,1-3,7-8,5,9,14,1,0,1,2,6,20,-1
S. DinwiddieS. DinwiddiePG,40,6-18,1-7,7-8,1,8,9,4,1,0,1,1,20,-5
B. BealB. BealSG,46,12-32,3-8,9-9,1,6,7,6,2,1,4,1,36,+4
K. Caldwell-PopeK. Caldwell-PopeSG,41,1-5,0-2,0-0,0,2,2,4,2,1,3,2,2,+3
D. BertansD. BertansSF,22,2-10,2-9,1-1,0,3,3,0,0,0,0,2,7,+16
C. KispertC. KispertSF,4,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,-1
D. AvdijaD. AvdijaSF,24,1-4,0-1,1-2,2,5,7,0,0,2,0,2,3,-5
R. NetoR. NetoPG,18,2-4,0-1,0-0,0,3,3,3,1,0,1,2,4,+5
A. HolidayA. HolidayPG,12,2-3,1-1,1-1,0,0,0,0,0,0,0,1,6,+2
