HOU,MEM,2
HOU
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. TateJ. TateSF,25,3-8,0-2,1-2,2,1,3,3,2,0,2,4,7,-20
D. TheisD. TheisC,18,4-8,0-3,0-0,2,4,6,0,0,2,1,0,8,-6
C. WoodC. WoodC,37,7-12,1-3,7-14,2,9,11,3,2,0,3,5,22,-8
D.J. AugustinD.J. AugustinPG,27,1-4,1-3,0-0,0,0,0,2,0,0,3,0,3,-5
G. MathewsG. MathewsSG,27,3-10,2-8,4-5,0,1,1,2,0,1,0,5,12,-18
K. Martin Jr.K. Martin Jr.F,21,4-6,1-1,0-1,0,3,3,1,0,0,0,2,9,+12
D. NwabaD. NwabaSF,6,0-0,0-0,0-0,1,1,2,0,0,0,1,2,0,-1
A. SengunA. SengunC,23,5-8,0-0,5-5,2,4,6,6,1,3,3,4,15,+3
A. BrooksA. BrooksSG,34,6-12,4-9,2-2,2,4,6,6,0,0,1,1,18,+10
J. ChristopherJ. ChristopherSG,21,5-9,2-4,0-0,1,1,2,2,0,0,2,2,12,-2
MEM
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. AndersonK. AndersonSF,31,5-6,0-1,6-14,1,6,7,4,3,1,3,3,16,+15
D. BrooksD. BrooksSF,33,7-17,2-4,9-10,0,0,0,2,0,0,1,4,25,+4
S. AdamsS. AdamsC,21,3-4,0-0,0-0,2,7,9,3,0,0,2,1,6,+13
T. JonesT. JonesPG,34,5-12,2-4,1-1,1,3,4,6,3,0,1,0,13,+7
D. BaneD. BaneSG,31,7-18,3-9,2-2,0,4,4,2,1,0,0,4,19,+4
S. AldamaS. AldamaPF,4,1-1,0-0,0-0,1,0,1,0,0,0,0,1,2,-3
K. TillieK. TillieSF,17,4-6,3-5,1-2,1,2,3,2,1,0,0,2,12,-8
X. TillmanX. TillmanC,23,3-5,0-1,3-7,3,3,6,1,0,2,1,5,9,-3
J. KoncharJ. KoncharSG,15,1-3,1-2,0-0,0,2,2,0,0,0,0,0,3,+3
D. MeltonD. MeltonSG,18,2-4,0-2,0-0,0,2,2,1,1,0,2,3,4,+1
J. CulverJ. CulverG,13,2-4,0-1,0-0,0,0,0,1,1,0,1,1,4,+2
