TOR,POR,2
TOR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P. SiakamP. SiakamPF,39,7-15,2-6,4-4,1,5,6,6,0,1,2,4,20,+5
O. AnunobyO. AnunobySF,41,9-19,6-10,5-6,2,4,6,2,3,0,0,1,29,0
S. BarnesS. BarnesSF,40,6-14,0-1,6-6,1,7,8,2,0,0,3,2,18,-7
F. VanVleetF. VanVleetSG,40,6-13,4-8,0-0,1,5,6,7,2,1,5,3,16,+6
G. Trent Jr.G. Trent Jr.SG,40,8-16,2-6,0-0,2,4,6,1,2,0,0,3,18,+9
K. BirchK. BirchC,21,3-6,0-0,0-0,2,2,4,1,0,0,0,2,6,-10
M. FlynnM. FlynnPG,3,1-1,0-0,1-2,2,0,2,0,0,0,0,0,3,-7
D. BantonD. BantonPG,8,0-2,0-1,0-0,0,0,0,1,0,0,1,2,0,-7
S. MykhailiukS. MykhailiukSG,8,1-3,1-1,0-0,1,0,1,0,0,0,0,0,3,-14
POR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. CovingtonR. CovingtonPF,23,4-7,3-5,0-0,0,3,3,2,0,3,1,1,11,-3
N. PowellN. PowellSF,32,3-9,0-4,6-8,2,2,4,1,1,0,3,3,12,-3
J. NurkicJ. NurkicC,18,2-4,0-0,1-1,1,13,14,0,0,0,0,2,5,+4
D. LillardD. LillardPG,40,10-21,3-6,1-1,2,2,4,8,2,1,3,0,24,+7
C. McCollumC. McCollumSG,40,11-18,6-11,1-2,0,3,3,6,1,2,2,1,29,-3
L. Nance Jr.L. Nance Jr.PF,23,7-7,1-1,0-0,0,5,5,2,0,0,2,3,15,+6
T. SnellT. SnellSF,11,0-1,0-1,0-0,0,0,0,3,1,1,1,0,0,+11
N. LittleN. LittleSF,25,3-7,1-4,1-2,0,1,1,1,1,0,0,3,8,+5
C. ZellerC. ZellerC,12,3-3,0-0,0-0,2,1,3,1,0,0,0,0,6,-5
A. SimonsA. SimonsSG,16,3-5,2-4,0-0,0,2,2,1,0,0,0,2,8,+6
