DAL,TOR,2
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,36,5-9,1-3,0-0,4,4,8,2,1,0,1,3,11,+15
T. Hardaway Jr.T. Hardaway Jr.SF,39,9-16,7-11,0-0,1,2,3,2,1,0,0,2,25,+9
D. PowellD. PowellC,25,3-3,0-0,5-6,2,0,2,2,1,1,0,4,11,+3
K. PorzingisK. PorzingisC,29,7-20,2-9,2-3,2,8,10,1,1,4,0,3,18,-3
L. DoncicL. DoncicPG,39,11-24,2-10,3-5,0,9,9,12,0,1,5,3,27,+1
M. KleberM. KleberPF,20,1-4,1-3,2-2,0,5,5,0,1,0,1,1,5,+8
R. BullockR. BullockSF,17,0-3,0-2,1-2,0,3,3,0,0,0,0,1,1,-1
S. BrownS. BrownSF,9,0-3,0-2,0-0,2,1,3,1,0,0,1,2,0,-1
W. Cauley-SteinW. Cauley-SteinC,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,+2
J. BrunsonJ. BrunsonPG,23,2-9,1-2,0-0,2,4,6,4,1,0,1,3,5,+7
TOR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P. AchiuwaP. AchiuwaPF,33,4-9,0-1,2-3,3,9,12,3,0,0,1,3,10,+3
O. AnunobyO. AnunobySF,32,9-15,5-9,0-0,0,4,4,0,2,2,2,5,23,-1
S. BarnesS. BarnesSF,30,6-12,0-2,5-7,4,4,8,2,0,0,0,5,17,+7
F. VanVleetF. VanVleetSG,39,8-17,2-9,2-5,0,5,5,5,1,0,3,4,20,+5
G. Trent Jr.G. Trent Jr.SG,36,3-14,2-6,4-4,1,3,4,0,1,1,1,1,12,-2
C. BoucherC. BoucherPF,8,0-5,0-3,0-0,0,2,2,1,1,2,1,0,0,-8
K. BirchK. BirchC,18,1-2,0-1,2-2,2,1,3,2,0,0,1,1,4,-14
G. DragicG. DragicPG,14,1-3,0-0,0-0,0,2,2,1,0,1,1,2,2,-16
D. BantonD. BantonPG,8,0-3,0-1,0-0,0,2,2,0,0,0,1,0,0,-5
S. MykhailiukS. MykhailiukSG,19,2-5,2-5,1-2,1,5,6,3,1,0,1,1,7,-11
I. BongaI. BongaG,3,0-0,0-0,0-0,0,1,1,0,1,0,0,1,0,+2
