PHX,CHA,2
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. SmithJ. SmithPF,24,8-15,0-2,3-3,3,9,12,0,0,2,1,2,19,+19
C. JohnsonC. JohnsonSF,30,4-7,3-6,3-3,1,1,2,3,0,0,1,1,14,+34
M. BridgesM. BridgesSF,25,6-12,3-5,0-0,2,3,5,2,1,0,1,1,15,+21
C. PaulC. PaulPG,26,3-6,1-3,0-0,0,6,6,16,1,0,1,2,7,+34
D. BookerD. BookerSG,29,9-19,3-9,3-3,0,7,7,3,0,0,3,4,24,+26
I. WainrightI. WainrightF,9,0-2,0-1,2-2,2,0,2,0,0,0,1,3,2,-5
P. BassP. BassF,5,2-4,0-1,0-0,1,1,2,0,1,0,2,1,4,-3
E. TerryE. TerryF,6,0-1,0-0,0-0,2,3,5,2,1,0,3,3,0,-4
B. BiyomboB. BiyomboC,18,5-7,0-0,1-1,3,3,6,1,1,1,0,0,11,+19
E. PaytonE. PaytonPG,14,3-6,0-0,0-0,0,3,3,0,2,0,0,1,6,+1
C. PayneC. PaynePG,23,6-12,2-4,0-0,0,2,2,5,2,1,2,0,14,+15
L. ShametL. ShametSG,24,6-9,5-8,0-0,0,0,0,3,4,0,2,2,17,+16
M. WalkerM. WalkerSG,8,0-3,0-2,0-0,0,1,1,1,2,0,0,1,0,-3
CHA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. HaywardG. HaywardSF,22,3-6,1-4,1-2,2,5,7,3,1,0,0,2,8,-14
M. BridgesM. BridgesSF,26,4-9,0-3,2-2,0,3,3,3,1,1,1,2,10,-26
M. PlumleeM. PlumleeC,18,1-2,0-0,0-2,0,3,3,3,1,0,2,1,2,-24
L. BallL. BallPG,23,5-12,3-6,4-6,0,3,3,1,0,1,1,1,17,-32
T. RozierT. RozierSG,25,4-14,1-6,0-0,0,3,3,1,0,1,0,3,9,-31
J. McDanielsJ. McDanielsPF,20,3-5,0-0,1-2,0,0,0,1,3,0,1,1,7,-6
K. JonesK. JonesPF,4,1-1,0-0,0-2,0,1,1,1,0,0,1,0,2,+3
J. ThorJ. ThorPF,6,1-2,0-1,0-0,0,0,0,0,0,3,0,1,2,+4
C. MartinC. MartinSF,23,3-9,0-4,0-0,0,2,2,3,2,0,2,1,6,-18
N. RichardsN. RichardsC,16,3-4,0-0,2-3,1,6,7,0,0,2,2,1,8,-6
I. SmithI. SmithPG,25,5-8,1-2,2-2,0,1,1,8,2,0,4,1,13,-2
K. Oubre Jr.K. Oubre Jr.SG,21,6-10,3-7,0-0,1,2,3,0,0,1,2,0,15,-16
J. BouknightJ. BouknightSG,12,0-3,0-2,0-0,1,0,1,3,0,0,1,1,0,-2
