NO,DEN,2
NO
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
B. IngramB. IngramSF,38,8-20,0-4,7-7,0,4,4,12,1,2,1,1,23,+9
H. JonesH. JonesSF,34,8-10,3-4,6-6,0,2,2,0,2,0,1,1,25,+4
J. ValanciunasJ. ValanciunasC,32,8-13,1-3,1-2,1,6,7,4,0,0,2,5,18,+6
J. HayesJ. HayesC,33,9-9,0-0,4-4,3,8,11,1,1,1,1,3,22,+9
D. GrahamD. GrahamPG,32,2-6,2-5,0-0,1,3,4,5,0,0,2,0,6,+11
G. ClarkG. ClarkF,17,0-0,0-0,2-2,0,3,3,0,0,0,0,2,2,+3
N. MarshallN. MarshallSF,0,0-0,0-0,0-0,0,0,0,0,1,0,0,0,0,0
J. AlvaradoJ. AlvaradoPG,16,2-6,1-4,0-0,0,0,0,1,1,0,1,3,5,-3
N. Alexander-WalkerN. Alexander-WalkerSG,20,4-9,1-4,1-2,0,4,4,4,1,2,5,2,10,+5
T. Murphy IIIT. Murphy IIISG,17,1-2,0-1,0-0,0,3,3,0,1,0,1,1,2,-4
DEN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
Je. GreenJe. GreenPF,19,1-3,0-1,3-3,0,1,1,1,0,0,1,0,5,-5
W. BartonW. BartonSF,34,8-15,1-4,0-0,1,3,4,2,3,1,3,5,17,-8
N. JokicN. JokicC,35,7-10,3-3,8-8,2,10,12,9,2,0,4,4,25,-6
M. MorrisM. MorrisPG,31,6-12,5-8,2-2,0,0,0,4,0,1,0,0,19,-9
D. ReedD. ReedSG,25,3-6,3-6,0-0,0,1,1,0,0,0,2,2,9,-11
Ja. GreenJa. GreenPF,13,2-4,1-3,0-0,0,1,1,1,2,0,2,4,5,-2
Z. NnajiZ. NnajiPF,29,3-4,1-2,1-2,4,2,6,2,1,2,1,2,8,-3
B. HylandB. HylandPG,17,2-8,2-6,2-2,0,3,3,1,0,0,0,2,8,+1
A. RiversA. RiversSG,19,1-5,1-2,0-0,0,1,1,1,1,0,1,1,3,+2
B. ForbesB. ForbesSG,19,2-11,2-6,0-0,0,2,2,1,0,0,1,0,6,+1
