DET,DEN,2
DET
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
S. BeyS. BeySF,31,4-11,3-8,0-0,0,7,7,3,1,0,3,2,11,-7
I. StewartI. StewartC,27,8-8,1-1,1-1,0,3,3,1,0,0,2,6,18,-10
C. JosephC. JosephPG,28,7-9,2-3,2-2,0,3,3,6,1,0,2,2,18,-6
C. CunninghamC. CunninghamPG,36,7-15,1-5,3-3,1,4,5,8,1,1,6,3,18,-4
H. DialloH. DialloSG,20,3-7,0-0,3-3,2,0,2,2,0,0,1,4,9,-10
T. LylesT. LylesPF,21,6-11,0-3,6-9,1,4,5,1,0,1,2,1,18,+4
K. HayesK. HayesPG,25,3-5,2-3,0-0,0,3,3,5,0,2,3,2,8,+1
J. JacksonJ. JacksonSG,17,1-2,0-1,1-1,0,2,2,1,0,1,1,2,3,+1
R. McGruderR. McGruderG,24,2-4,2-4,0-0,0,2,2,1,1,0,2,3,6,+3
C. StanleyC. StanleyG,11,1-3,0-1,0-0,0,2,2,0,0,0,0,4,2,-2
DEN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. GordonA. GordonPF,31,5-8,1-3,2-4,1,3,4,3,1,0,4,2,13,+3
W. BartonW. BartonSF,27,6-11,2-5,0-0,1,5,6,5,1,0,1,3,14,+3
N. JokicN. JokicC,36,12-19,1-6,9-10,2,7,9,8,2,1,3,1,34,+12
M. MorrisM. MorrisPG,30,1-9,0-2,2-2,0,2,2,7,0,0,1,0,4,+1
A. RiversA. RiversSG,34,4-7,1-4,2-3,0,1,1,2,2,0,0,2,11,+3
Z. NnajiZ. NnajiPF,17,5-5,2-2,0-0,2,1,3,0,0,0,0,2,12,+3
D. CousinsD. CousinsC,12,1-7,0-3,0-2,1,5,6,1,0,0,1,4,2,-4
F. CampazzoF. CampazzoPG,21,4-6,1-2,0-0,1,0,1,3,2,0,1,1,9,+2
B. ForbesB. ForbesSG,21,4-9,2-5,2-2,0,1,1,0,0,0,0,4,12,+4
D. ReedD. ReedSG,12,2-4,2-3,0-0,0,1,1,0,0,0,0,3,6,+3
