WSH,UTAH,2
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,24,4-12,0-6,0-0,2,1,3,1,2,1,0,4,8,-7
D. GaffordD. GaffordC,28,5-10,0-0,2-3,3,6,9,2,0,1,0,2,12,+8
S. DinwiddieS. DinwiddiePG,25,0-7,0-3,0-0,1,6,7,4,2,0,2,2,0,-7
B. BealB. BealSG,36,13-24,2-5,9-10,2,3,5,7,0,1,2,1,37,0
K. Caldwell-PopeK. Caldwell-PopeSG,35,5-14,3-9,0-0,0,3,3,3,1,0,1,1,13,+2
D. BertansD. BertansSF,8,0-1,0-1,0-0,0,0,0,0,0,0,0,1,0,-2
D. AvdijaD. AvdijaSF,30,4-5,2-2,1-2,0,7,7,2,2,1,2,4,11,+23
M. HarrellM. HarrellC,20,4-6,1-1,2-3,2,4,6,3,0,0,1,3,11,-3
R. NetoR. NetoPG,29,6-12,1-3,2-2,1,6,7,4,0,0,1,5,15,+14
A. HolidayA. HolidayPG,4,1-3,0-1,0-0,0,0,0,1,0,0,0,0,2,+2
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,34,3-6,2-4,1-2,0,3,3,3,1,0,0,4,9,-3
B. BogdanovicB. BogdanovicSF,32,6-15,3-6,3-4,0,2,2,1,0,0,1,3,18,-11
R. GobertR. GobertC,38,4-4,0-0,3-6,1,18,19,1,0,6,4,4,11,-4
J. InglesJ. InglesSG,29,3-7,3-7,0-0,0,6,6,2,1,0,1,5,9,+3
D. MitchellD. MitchellSG,37,12-25,4-12,4-5,0,3,3,5,1,0,5,1,32,-2
R. GayR. GaySF,20,2-6,1-5,3-4,0,4,4,1,0,0,1,1,8,+1
H. WhitesideH. WhitesideC,10,1-4,0-0,1-2,4,0,4,1,0,0,0,3,3,-1
J. ClarksonJ. ClarksonPG,29,4-14,1-10,3-5,2,2,4,2,2,0,3,2,12,-9
T. ForrestT. ForrestSG,11,0-0,0-0,1-2,1,0,1,1,0,0,0,0,1,-4
