SAC,WSH,2
SAC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,34,7-9,0-0,2-2,1,10,11,7,0,0,2,4,16,+13
H. BarnesH. BarnesSF,33,7-9,0-1,7-9,1,4,5,2,1,0,1,3,21,+8
M. HarklessM. HarklessSF,30,5-5,3-3,4-5,0,8,8,0,0,1,1,2,17,-5
J. HolidayJ. HolidaySF,30,4-8,4-6,0-0,1,1,2,2,1,0,0,1,12,+15
D. FoxD. FoxPG,38,10-21,0-4,6-7,0,2,2,4,0,0,3,4,26,+11
C. MetuC. MetuPF,19,3-3,2-2,2-2,0,7,7,2,0,0,2,1,10,+8
R. HolmesR. HolmesC,17,2-3,0-0,2-2,0,0,0,0,0,1,2,3,6,+1
D. MitchellD. MitchellPG,20,3-9,2-5,0-0,2,3,5,5,1,0,3,1,8,+8
D. DiVincenzoD. DiVincenzoSG,19,2-9,1-7,2-2,1,1,2,5,1,0,0,1,7,+6
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,35,7-14,2-6,6-8,2,6,8,7,1,1,2,1,22,-9
C. KispertC. KispertSF,36,7-16,4-11,2-2,1,2,3,6,0,0,2,0,20,0
T. BryantT. BryantC,22,6-10,1-3,0-0,2,3,5,1,2,0,1,2,13,+1
R. NetoR. NetoPG,28,3-9,1-5,3-4,1,1,2,4,0,0,0,3,10,-13
K. Caldwell-PopeK. Caldwell-PopeSG,29,5-9,1-4,0-0,1,3,4,0,1,0,0,2,11,-16
A. GillA. GillPF,19,1-3,0-0,0-2,2,1,3,1,0,0,1,5,2,-5
R. HachimuraR. HachimuraPF,22,5-11,2-3,1-1,0,2,2,0,3,0,2,1,13,-10
D. AvdijaD. AvdijaSF,28,3-9,1-5,3-4,0,3,3,2,1,1,0,3,10,-14
V. Carey Jr.V. Carey Jr.C,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,+1
I. SmithI. SmithPG,20,4-7,1-1,0-0,1,1,2,5,3,1,1,2,9,0
