GS,UTAH,2
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
O. Porter Jr.O. Porter Jr.SF,36,9-14,2-4,0-0,2,5,7,8,3,0,0,0,20,+6
A. WigginsA. WigginsSF,38,9-19,4-6,3-7,0,0,0,4,2,0,3,1,25,+4
K. LooneyK. LooneyC,31,4-7,0-0,0-0,2,5,7,6,1,0,1,6,8,-5
S. CurryS. CurryPG,36,8-18,6-12,6-7,0,6,6,9,0,1,3,3,28,+4
G. Payton IIG. Payton IISG,28,5-10,2-5,0-1,1,3,4,1,2,0,0,2,12,-2
N. BjelicaN. BjelicaPF,12,1-1,0-0,2-2,0,4,4,0,0,0,3,1,4,+5
J. KumingaJ. KumingaPF,6,1-2,0-0,0-0,0,1,1,0,1,0,0,4,2,+2
A. IguodalaA. IguodalaF,24,5-7,2-3,0-0,2,5,7,8,0,0,0,1,12,+12
J. Toscano-AndersonJ. Toscano-AndersonSF,12,1-2,0-0,0-0,0,2,2,1,1,1,1,3,2,+1
J. PooleJ. PooleSG,17,3-6,1-2,3-4,0,2,2,2,0,0,4,3,10,+8
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,36,5-7,2-4,3-4,2,2,4,2,0,0,1,3,15,-1
B. BogdanovicB. BogdanovicSF,35,7-14,4-10,2-2,1,5,6,1,1,0,2,0,20,-6
R. GobertR. GobertC,35,9-10,0-0,2-4,7,12,19,2,0,0,2,4,20,+10
M. ConleyM. ConleyPG,28,4-13,2-6,2-4,2,3,5,3,1,0,3,1,12,0
D. MitchellD. MitchellSG,36,4-19,2-9,10-11,1,5,6,9,2,0,2,4,20,-2
R. GayR. GaySF,20,2-8,0-2,3-3,1,0,1,0,2,0,0,3,7,-19
J. ClarksonJ. ClarksonPG,24,8-14,4-7,0-0,1,3,4,0,0,0,3,2,20,-11
J. InglesJ. InglesSG,26,1-7,0-6,0-0,0,0,0,2,1,0,0,4,2,-6
