WSH,ORL,2
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,35,6-14,3-10,2-4,0,10,10,1,1,2,3,1,17,-2
D. GaffordD. GaffordC,27,1-3,0-0,2-2,1,3,4,2,0,1,0,5,4,-2
S. DinwiddieS. DinwiddiePG,31,10-18,3-9,0-0,1,10,11,6,0,1,3,4,23,-3
A. HolidayA. HolidayPG,35,5-9,1-1,0-0,0,2,2,4,2,1,2,3,11,-8
K. Caldwell-PopeK. Caldwell-PopeSG,32,3-13,2-9,2-2,1,3,4,1,1,1,2,1,10,-6
A. GillA. GillPF,10,1-1,0-0,0-0,2,0,2,0,0,0,0,0,2,+14
C. KispertC. KispertSF,16,0-3,0-2,0-0,1,1,2,2,0,0,0,0,0,+16
D. AvdijaD. AvdijaSF,18,3-4,2-3,0-0,1,5,6,1,1,1,1,0,8,+22
M. HarrellM. HarrellC,21,9-13,0-0,2-2,0,6,6,7,0,0,0,0,20,+14
R. NetoR. NetoPG,17,4-6,1-1,0-0,0,1,1,5,1,0,4,3,9,+15
ORL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
F. WagnerF. WagnerSF,35,2-11,0-1,4-4,1,3,4,0,1,1,0,3,8,+8
W. Carter Jr.W. Carter Jr.C,32,6-11,4-6,1-2,3,4,7,2,3,0,2,3,17,+10
M. BambaM. BambaC,26,6-17,2-9,0-0,6,11,17,3,1,3,2,2,14,-17
C. AnthonyC. AnthonyPG,34,4-16,3-9,11-12,0,4,4,8,0,1,4,2,22,-1
J. SuggsJ. SuggsSG,24,4-10,0-1,0-0,2,1,3,2,1,0,3,0,8,-7
C. OkekeC. OkekePF,19,2-6,2-4,0-0,0,2,2,0,0,0,1,1,6,-21
M. WagnerM. WagnerC,1,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,-2
R.J. HamptonR.J. HamptonPG,24,3-8,1-3,1-2,0,3,3,2,1,0,0,2,8,+8
T. RossT. RossSG,31,3-9,1-5,0-0,1,1,2,4,0,0,1,0,7,-21
G. HarrisG. HarrisSG,14,1-4,0-2,0-0,1,0,1,0,0,0,0,2,2,-17
