PHX,UTAH,2
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
C. JohnsonC. JohnsonSF,36,3-8,2-4,0-0,0,7,7,1,1,1,0,2,8,-4
M. BridgesM. BridgesSF,45,3-7,0-1,1-2,1,3,4,2,1,1,0,4,7,+3
B. BiyomboB. BiyomboC,29,4-9,0-0,4-6,2,4,6,0,1,2,0,3,12,0
C. PaulC. PaulPG,37,8-17,1-2,4-6,0,3,3,5,0,0,1,3,21,-2
D. BookerD. BookerSG,40,16-28,2-6,9-11,1,11,12,4,1,0,3,2,43,+18
J. SmithJ. SmithPF,19,4-7,0-2,0-2,3,4,7,0,1,2,3,3,8,+8
I. WainrightI. WainrightF,12,2-2,2-2,0-0,2,0,2,0,0,0,0,1,6,+12
E. PaytonE. PaytonPG,11,0-3,0-0,0-0,0,2,2,1,1,1,0,1,0,+10
L. ShametL. ShametSG,12,0-1,0-1,0-0,0,1,1,1,0,0,0,1,0,-5
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,27,3-5,1-2,1-1,0,5,5,5,1,1,0,3,8,-12
B. BogdanovicB. BogdanovicSF,33,3-13,1-3,0-1,0,3,3,1,1,0,3,4,7,-5
H. WhitesideH. WhitesideC,35,7-10,0-0,2-5,1,10,11,0,1,2,2,5,16,+11
M. ConleyM. ConleyPG,33,5-12,1-4,5-5,1,3,4,10,0,0,3,4,16,-4
J. InglesJ. InglesSG,26,2-6,2-4,0-0,0,3,3,1,0,0,0,3,6,-4
E. PaschallE. PaschallPF,13,2-6,0-0,7-9,2,3,5,0,1,0,0,1,11,-19
R. GayR. GaySF,17,0-1,0-1,0-0,1,1,2,1,0,1,2,1,0,-1
D. House Jr.D. House Jr.SF,11,1-3,1-3,0-0,1,0,1,0,0,0,0,1,3,-4
J. ClarksonJ. ClarksonPG,31,9-19,6-12,2-2,2,3,5,2,1,0,2,4,26,+2
T. ForrestT. ForrestSG,14,2-4,0-1,0-0,0,0,0,0,1,0,2,2,4,-4
