MEM,LAL,2
MEM
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. Jackson Jr.J. Jackson Jr.PF,28,3-12,2-6,4-4,1,4,5,0,1,2,1,4,12,+9
S. AdamsS. AdamsC,34,7-11,0-0,0-0,8,8,16,6,0,0,4,5,14,+15
J. MorantJ. MorantPG,38,13-21,5-7,9-11,2,1,3,10,3,0,6,3,40,+9
D. BaneD. BaneSG,31,7-15,2-7,1-1,0,5,5,4,2,0,1,2,17,+21
D. MeltonD. MeltonSG,28,5-12,3-5,0-0,1,2,3,3,3,0,3,2,13,+8
B. ClarkeB. ClarkePF,13,2-5,0-1,0-0,1,3,4,1,0,1,1,2,4,-6
K. AndersonK. AndersonSF,20,1-8,0-2,0-0,1,1,2,0,0,1,0,2,2,-15
Tillman Sr.T.  Sr.C,22,3-7,0-3,1-2,3,4,7,1,3,0,0,0,7,-22
T. JonesT. JonesPG,10,3-3,0-0,0-0,0,1,1,0,0,0,0,0,6,-12
Z. WilliamsZ. WilliamsSG,18,1-6,1-4,0-0,1,2,3,0,1,0,1,0,3,-22
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. DavisA. DavisPF,34,8-15,1-3,5-7,3,5,8,2,0,4,3,1,22,-5
L. JamesL. JamesSF,40,7-19,4-9,1-2,0,6,6,6,2,2,3,1,19,-1
K. BazemoreK. BazemoreSF,28,3-3,2-2,3-4,0,1,1,0,1,0,1,4,11,-16
D. JordanD. JordanC,14,4-5,0-0,0-0,3,5,8,0,0,3,1,2,8,-15
R. WestbrookR. WestbrookPG,37,5-15,1-4,2-4,1,6,7,13,4,0,9,3,13,-8
C. AnthonyC. AnthonyPF,28,10-15,6-8,2-2,1,2,3,1,1,2,0,1,28,+19
D. HowardD. HowardC,18,2-2,0-0,0-1,0,1,1,0,1,1,0,1,4,+6
A. BradleyA. BradleyPG,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-2
M. MonkM. MonkSG,21,4-7,2-3,2-2,1,1,2,4,1,0,0,0,12,+19
A. ReavesA. ReavesSG,18,2-3,0-1,0-0,0,0,0,3,0,0,0,1,4,+18
