CLE,GS,2
CLE
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
L. MarkkanenL. MarkkanenPF,29,2-6,1-3,4-4,1,5,6,2,1,0,0,1,9,-3
L. StevensL. StevensF,34,8-11,0-0,1-1,0,4,4,1,2,0,2,2,17,+7
J. AllenJ. AllenC,30,5-7,0-0,2-4,2,5,7,1,0,2,2,0,12,-17
E. MobleyE. MobleyC,36,5-12,0-1,1-3,2,4,6,2,2,1,5,3,11,-2
D. GarlandD. GarlandPG,33,3-12,2-7,1-2,0,2,2,4,1,0,4,2,9,-22
K. LoveK. LovePF,14,1-7,0-4,0-0,1,6,7,1,0,0,2,0,2,-21
C. OsmanC. OsmanSF,20,1-6,0-2,2-4,1,1,2,3,2,0,0,0,4,-20
R. RondoR. RondoPG,29,6-10,3-3,0-0,0,3,3,5,0,0,3,1,15,-2
D. WindlerD. WindlerSG,16,1-4,1-4,0-0,1,4,5,2,1,0,0,1,3,+10
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenPF,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,0
A. WigginsA. WigginsSF,34,3-9,0-3,4-4,0,2,2,1,1,0,0,1,10,+16
K. LooneyK. LooneyC,29,3-6,0-0,0-1,9,9,18,3,4,1,3,3,6,+19
S. CurryS. CurryPG,37,10-21,4-11,4-4,3,2,5,5,1,0,5,3,28,+23
K. ThompsonK. ThompsonSG,20,7-18,3-8,0-0,1,2,3,1,0,1,2,3,17,-2
N. BjelicaN. BjelicaPF,13,0-5,0-5,0-0,0,3,3,0,1,1,1,1,0,-7
A. IguodalaA. IguodalaF,25,2-9,0-4,0-0,1,3,4,5,3,1,2,0,4,+15
O. Porter Jr.O. Porter Jr.SF,20,3-9,0-3,0-1,5,2,7,3,3,0,0,1,6,-3
J. Toscano-AndersonJ. Toscano-AndersonSF,19,1-3,0-1,0-0,0,4,4,3,1,0,0,2,2,+1
G. Payton IIG. Payton IISG,19,4-5,1-1,0-0,3,3,6,1,2,0,0,4,9,-9
J. PooleJ. PooleSG,24,6-12,2-6,0-0,0,2,2,2,0,1,1,1,14,+17
