LAL,OKC,2
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. DavisA. DavisPF,37,12-22,0-1,6-7,4,4,8,2,1,0,2,1,30,-7
K. BazemoreK. BazemoreSF,28,4-6,3-5,0-0,0,2,2,4,1,0,1,4,11,+6
D. JordanD. JordanC,13,3-3,0-0,0-0,0,4,4,0,0,2,1,2,6,+2
R. WestbrookR. WestbrookPG,35,8-20,2-8,2-3,4,10,14,13,1,0,10,4,20,-12
M. MonkM. MonkSG,32,4-8,1-5,0-0,1,2,3,3,1,0,1,2,9,-8
C. AnthonyC. AnthonyPF,31,5-14,1-8,2-2,0,3,3,1,2,0,1,2,13,-6
D. HowardD. HowardC,14,1-1,0-0,2-2,0,2,2,0,1,0,0,5,4,-2
R. RondoR. RondoPG,16,3-7,1-2,0-0,0,1,1,6,1,0,1,1,7,+3
A. BradleyA. BradleyPG,17,5-7,3-4,0-0,1,0,1,0,0,0,0,1,13,-11
A. ReavesA. ReavesSG,18,1-4,0-2,0-0,0,2,2,0,0,0,0,0,2,-5
OKC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. BazleyD. BazleyPF,32,8-14,4-8,0-0,1,5,6,2,4,1,3,1,20,0
L. DortL. DortSF,34,5-12,1-3,6-6,1,5,6,0,1,0,2,2,17,+11
D. FavorsD. FavorsC,26,7-8,0-0,1-2,1,5,6,0,0,0,1,3,15,+7
S. Gilgeous-AlexanderS. Gilgeous-AlexanderPG,38,7-19,5-11,8-10,2,7,9,5,0,0,2,2,27,+2
J. GiddeyJ. GiddeySG,32,7-13,2-5,2-3,0,2,2,10,1,0,4,2,18,-3
J. Robinson-EarlJ. Robinson-EarlPF,6,0-0,0-0,0-0,1,1,2,0,0,1,0,0,0,-14
I. RobyI. RobyF,16,4-5,1-1,4-4,1,1,2,1,0,1,0,3,13,+15
K. WilliamsK. WilliamsSF,19,2-4,1-2,0-2,1,3,4,0,1,0,1,1,5,+11
G. DeckG. DeckSF,3,1-2,0-0,0-0,0,1,1,0,0,0,0,0,2,-3
A. PokusevskiA. PokusevskiC,7,0-2,0-2,0-0,0,0,0,0,0,0,1,0,0,-4
T. MannT. MannPG,5,1-2,0-1,1-2,1,0,1,0,0,0,0,1,3,-9
T. MaledonT. MaledonPG,7,0-1,0-0,0-0,1,0,1,1,0,0,0,0,0,-1
T. JeromeT. JeromeSG,14,1-4,1-4,0-0,0,2,2,2,1,0,1,1,3,+28
