GS,PHX,2
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenPF,34,3-7,2-4,0-0,2,6,8,10,3,3,4,1,8,+8
O. Porter Jr.O. Porter Jr.SF,29,8-13,3-7,0-0,3,3,6,3,1,0,0,2,19,+16
K. LooneyK. LooneyC,28,3-7,0-0,2-2,6,4,10,2,0,1,1,4,8,+9
S. CurryS. CurryPG,37,10-27,5-16,8-9,0,4,4,6,3,1,1,3,33,+24
G. Payton IIG. Payton IISG,30,6-9,2-4,0-0,1,7,8,2,1,0,1,0,14,+11
N. BjelicaN. BjelicaPF,20,3-8,1-5,3-4,0,2,2,2,0,0,1,3,10,0
J. KumingaJ. KumingaPF,21,3-4,1-1,5-6,0,1,1,0,0,0,0,1,12,+5
J. Toscano-AndersonJ. Toscano-AndersonSF,18,2-3,0-0,0-0,0,2,2,3,2,1,0,4,4,-11
Q. WeatherspoonQ. WeatherspoonSG,14,3-3,0-0,0-0,0,1,1,0,1,1,1,4,6,-8
C. ChiozzaC. ChiozzaG,8,1-4,0-0,0-0,0,0,0,0,0,0,0,0,2,-9
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CrowderJ. CrowderPF,32,3-11,2-8,0-0,0,3,3,2,0,0,0,4,8,-15
M. BridgesM. BridgesSF,38,6-10,3-5,2-2,1,5,6,1,1,0,1,1,17,-8
D. AytonD. AytonC,31,8-10,0-0,2-2,4,3,7,1,1,1,1,1,18,-11
C. PaulC. PaulPG,38,7-14,2-4,5-5,1,5,6,8,0,0,2,2,21,-5
D. BookerD. BookerSG,40,5-19,1-5,2-2,1,2,3,3,2,0,2,3,13,-8
C. JohnsonC. JohnsonSF,21,3-6,2-5,3-3,1,1,2,2,0,0,0,0,11,+4
J. McGeeJ. McGeeC,13,3-3,0-0,2-2,1,6,7,0,0,1,2,2,8,+7
C. PayneC. PaynePG,18,3-7,1-2,0-0,0,2,2,2,0,0,5,3,7,-5
L. ShametL. ShametSG,10,2-3,0-1,0-0,0,1,1,1,1,0,0,1,4,-4
