PHI,OKC,2
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,33,7-14,0-4,0-0,2,7,9,5,0,0,4,0,14,0
D. GreenD. GreenSF,28,4-6,3-5,0-0,1,7,8,0,0,1,2,1,11,+1
J. EmbiidJ. EmbiidC,33,8-15,2-5,4-6,1,8,9,6,1,3,0,2,22,+10
T. MaxeyT. MaxeyPG,34,4-13,0-4,6-7,3,2,5,2,0,1,3,5,14,-3
S. CurryS. CurrySG,34,9-15,7-10,3-4,2,1,3,3,1,0,0,2,28,+10
G. NiangG. NiangSF,20,4-8,3-4,1-1,0,2,2,3,0,0,1,3,12,+6
P. ReedP. ReedSF,9,1-2,0-0,0-0,2,3,5,2,1,1,0,1,2,+8
M. ThybulleM. ThybulleSG,20,1-4,1-3,0-0,1,3,4,1,1,3,1,2,3,+11
F. KorkmazF. KorkmazSG,17,3-9,1-5,2-2,0,1,1,3,0,0,1,0,9,+7
I. JoeI. JoeSG,11,0-2,0-1,0-0,0,1,1,0,0,0,0,1,0,+10
OKC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. BazleyD. BazleyPF,32,4-11,0-4,0-0,0,7,7,2,0,2,0,0,8,-11
L. DortL. DortSF,37,5-11,1-6,2-2,0,4,4,3,1,0,2,2,13,0
D. FavorsD. FavorsC,19,3-6,0-0,0-0,2,3,5,1,1,0,0,2,6,-1
S. Gilgeous-AlexanderS. Gilgeous-AlexanderPG,39,9-19,1-6,10-12,0,6,6,8,1,1,2,2,29,+1
J. GiddeyJ. GiddeySG,34,8-13,1-2,2-3,1,7,8,7,4,0,2,2,19,-6
J. Robinson-EarlJ. Robinson-EarlPF,14,2-4,1-2,0-0,1,3,4,0,0,0,2,1,5,-16
K. WilliamsK. WilliamsSF,21,3-4,1-2,1-2,1,1,2,1,0,0,1,2,8,-8
M. MuscalaM. MuscalaC,16,3-4,3-4,0-0,0,2,2,1,2,0,0,4,9,+5
A. PokusevskiA. PokusevskiC,7,2-5,0-1,0-0,0,1,1,1,0,1,1,0,4,-4
T. MannT. MannPG,10,1-5,0-2,0-0,1,0,1,0,0,0,0,1,2,-4
T. MaledonT. MaledonPG,13,0-2,0-2,0-0,0,2,2,0,0,0,1,1,0,-16
