CLE,SA,2
CLE
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
L. MarkkanenL. MarkkanenPF,34,4-5,0-1,0-0,1,5,6,0,1,1,1,2,8,+11
L. StevensL. StevensF,31,4-9,0-0,0-1,2,4,6,2,1,0,0,1,8,+1
J. AllenJ. AllenC,32,7-11,0-0,3-5,3,13,16,2,1,0,2,2,17,-7
E. MobleyE. MobleyC,39,7-15,0-0,1-3,3,3,6,3,1,1,3,2,15,+14
D. GarlandD. GarlandPG,37,11-25,4-8,6-6,0,4,4,8,1,1,1,1,32,+3
K. LoveK. LovePF,16,3-7,1-3,0-0,1,3,4,1,0,0,0,1,7,0
C. OsmanC. OsmanSF,24,5-12,2-5,2-5,2,0,2,2,1,0,1,2,14,+4
I. OkoroI. OkoroSF,16,2-6,0-2,2-4,0,1,1,1,0,0,1,1,6,-3
B. GoodwinB. GoodwinG,11,3-5,1-1,0-0,0,1,1,5,1,0,0,1,7,+2
SA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. McDermottD. McDermottSF,25,3-13,3-6,0-0,1,1,2,0,1,0,4,2,9,-4
K. JohnsonK. JohnsonSF,30,7-14,4-9,0-0,2,3,5,2,0,0,1,1,18,-8
J. PoeltlJ. PoeltlC,33,0-4,0-0,0-0,1,11,12,2,2,3,1,4,0,+4
D. MurrayD. MurrayPG,36,14-23,1-4,1-3,2,12,14,8,0,0,2,3,30,+6
D. VassellD. VassellSG,28,4-11,2-4,0-0,1,4,5,0,2,0,3,5,10,-14
K. Bates-DiopK. Bates-DiopSF,18,4-6,1-2,0-0,2,2,4,0,1,0,1,1,9,+2
J. LandaleJ. LandaleC,15,1-3,0-2,3-3,0,3,3,2,0,1,0,0,5,-8
B. ForbesB. ForbesSG,17,5-8,4-5,1-1,0,0,0,2,0,0,0,3,15,+4
L. Walker IVL. Walker IVSG,29,4-9,0-2,3-4,0,0,0,6,0,0,0,3,11,+1
J. PrimoJ. PrimoSG,10,0-1,0-0,2-2,1,1,2,0,0,1,3,2,2,-8
