POR,PHX,2
POR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. CovingtonR. CovingtonPF,23,3-4,1-2,0-0,0,3,3,0,1,0,1,2,7,-13
N. PowellN. PowellSF,29,8-17,3-8,4-5,2,1,3,1,1,0,0,3,23,-9
J. NurkicJ. NurkicC,19,4-7,0-0,0-0,1,5,6,3,0,0,3,5,8,-6
D. LillardD. LillardPG,38,12-23,1-4,3-4,0,7,7,7,0,0,2,0,28,-13
C. McCollumC. McCollumSG,40,7-16,1-7,3-3,2,2,4,7,0,1,1,3,18,-6
L. Nance Jr.L. Nance Jr.PF,27,6-7,1-2,0-0,3,2,5,3,0,0,3,1,13,-5
T. SnellT. SnellSF,8,0-1,0-1,0-0,0,2,2,0,0,0,0,1,0,+6
N. LittleN. LittleSF,22,3-5,0-2,2-2,1,6,7,1,1,1,2,4,8,0
C. ZellerC. ZellerC,13,0-2,0-0,2-2,4,2,6,1,1,0,2,2,2,+2
A. SimonsA. SimonsSG,21,1-9,0-4,0-0,1,2,3,1,1,0,0,0,2,-6
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CrowderJ. CrowderPF,31,5-9,2-4,0-0,2,3,5,2,3,0,1,2,12,+2
M. BridgesM. BridgesSF,39,4-10,1-3,1-1,0,2,2,5,0,1,0,2,10,+11
J. McGeeJ. McGeeC,16,6-10,0-0,2-3,2,6,8,1,0,0,1,5,14,-6
C. PaulC. PaulPG,37,9-16,1-3,2-3,1,3,4,7,0,1,2,2,21,+4
D. BookerD. BookerSG,37,5-15,2-6,0-0,0,8,8,6,1,0,4,2,12,+9
F. KaminskyF. KaminskyPF,32,12-18,2-5,5-5,2,5,7,3,0,1,1,2,31,+16
A. NaderA. NaderSF,11,2-2,0-0,0-0,2,0,2,1,0,1,0,3,4,-3
C. JohnsonC. JohnsonSF,22,2-6,2-4,0-0,0,2,2,1,2,1,0,0,6,+7
C. PayneC. PaynePG,16,4-8,1-3,0-0,0,1,1,1,0,1,1,2,9,+10
