GS,SAC,2
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenPF,34,6-12,1-2,1-2,2,4,6,6,0,0,1,1,14,+10
A. WigginsA. WigginsSF,31,6-13,2-5,3-4,2,2,4,0,0,0,0,1,17,+18
K. LooneyK. LooneyC,19,3-5,0-0,2-2,1,3,4,1,0,1,0,1,8,-6
S. CurryS. CurryPG,35,9-23,4-15,5-6,1,6,7,10,3,0,3,1,27,+14
J. PooleJ. PooleSG,32,8-16,2-5,4-4,0,3,3,3,3,1,2,3,22,+4
N. BjelicaN. BjelicaPF,10,0-5,0-2,2-2,2,1,3,1,1,0,0,0,2,0
O. Porter Jr.O. Porter Jr.SF,24,2-6,0-2,1-2,3,6,9,3,3,1,0,4,5,+7
J. Toscano-AndersonJ. Toscano-AndersonSF,15,1-3,1-2,0-0,1,1,2,2,1,0,0,0,3,+1
D. LeeD. LeeSG,23,4-8,1-2,2-2,1,3,4,0,0,0,0,1,11,+6
G. Payton IIG. Payton IISG,17,4-6,2-2,0-0,1,0,1,0,1,0,0,1,10,+6
SAC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
H. BarnesH. BarnesSF,36,7-13,5-10,5-8,3,4,7,1,0,0,3,1,24,-13
M. HarklessM. HarklessSF,23,3-5,2-4,0-0,0,3,3,1,0,0,1,1,8,+1
R. HolmesR. HolmesC,32,7-10,0-0,2-2,2,9,11,1,0,2,1,5,16,-5
D. FoxD. FoxPG,34,8-16,1-6,0-1,2,3,5,6,0,0,7,3,17,-11
T. HaliburtonT. HaliburtonPG,30,3-9,2-6,0-0,1,6,7,9,0,2,2,1,8,-2
T. ThompsonT. ThompsonC,16,3-4,0-0,0-0,1,6,7,0,0,0,1,1,6,-7
D. MitchellD. MitchellPG,32,9-16,3-8,1-2,0,1,1,4,0,0,2,0,22,-14
B. HieldB. HieldSG,25,2-11,2-10,0-0,1,3,4,3,0,0,2,3,6,-12
T. DavisT. DavisSG,12,0-2,0-2,0-0,0,2,2,1,0,0,0,1,0,+3
