WSH,ATL,2
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,34,7-15,4-9,0-0,1,5,6,2,0,0,2,4,18,-7
D. GaffordD. GaffordC,15,2-6,0-0,0-0,3,2,5,0,0,3,0,4,4,-8
S. DinwiddieS. DinwiddiePG,29,5-11,1-5,3-3,0,5,5,10,1,0,1,2,14,+12
B. BealB. BealSG,34,10-21,3-11,1-1,0,2,2,3,2,0,4,2,24,-19
K. Caldwell-PopeK. Caldwell-PopeSG,30,4-10,2-6,1-1,1,3,4,2,1,0,0,2,11,-15
D. BertansD. BertansSF,3,0-0,0-0,2-2,0,0,0,0,0,0,0,0,2,-12
C. KispertC. KispertSF,11,2-3,1-2,0-0,0,2,2,0,1,0,0,0,5,+12
D. AvdijaD. AvdijaSF,18,4-5,1-2,0-0,0,2,2,0,1,1,0,2,9,+8
M. HarrellM. HarrellC,33,3-7,0-0,7-7,2,6,8,3,0,0,2,3,13,+1
R. NetoR. NetoPG,19,2-6,0-3,2-2,0,1,1,5,1,0,2,3,6,-19
A. HolidayA. HolidayPG,14,2-2,1-1,0-0,0,1,1,2,0,0,1,2,5,+12
ATL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CollinsJ. CollinsPF,31,3-7,0-1,6-6,2,7,9,6,0,1,0,0,12,+7
D. HunterD. HunterSF,27,5-11,1-4,0-0,0,2,2,0,2,0,1,4,11,+5
C. CapelaC. CapelaC,33,7-9,0-0,2-2,4,8,12,1,1,2,0,3,16,+2
T. YoungT. YoungPG,36,7-16,1-6,11-11,0,4,4,6,1,0,6,2,26,+19
B. BogdanovicB. BogdanovicSG,34,5-9,4-6,2-2,1,5,6,6,0,0,0,2,16,+20
D. GallinariD. GallinariPF,17,4-10,4-7,0-0,4,1,5,0,1,0,0,1,12,0
C. ReddishC. ReddishSF,27,4-10,3-6,4-4,1,3,4,2,2,0,2,1,15,+2
G. DiengG. DiengC,10,0-2,0-1,2-2,1,4,5,0,0,2,1,3,2,0
L. WilliamsL. WilliamsSG,13,2-8,0-3,2-2,0,0,0,0,1,0,0,1,6,-8
D. WrightD. WrightSG,12,1-1,0-0,0-0,0,0,0,3,1,0,1,0,2,-12
