NO,GS,2
NO
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. TempleG. TempleSF,26,1-6,1-4,2-2,2,2,4,3,0,0,1,4,5,-18
J. ValanciunasJ. ValanciunasC,31,8-15,1-1,3-4,5,10,15,4,0,0,4,2,20,-19
D. GrahamD. GrahamPG,30,4-12,3-10,1-3,1,2,3,3,0,1,2,1,12,-19
J. HartJ. HartSG,30,3-5,1-2,3-4,1,8,9,2,1,0,1,3,10,-22
N. Alexander-WalkerN. Alexander-WalkerSG,28,3-11,2-7,0-0,0,1,1,2,0,0,2,3,8,-15
N. MarshallN. MarshallSF,22,3-7,0-3,2-2,0,3,3,0,1,0,2,1,8,-27
D. LouzadaD. LouzadaSF,6,0-3,0-3,0-0,2,0,2,0,0,0,0,0,0,-5
HernangómezHernangómez C,3,0-1,0-0,0-0,0,2,2,1,0,0,1,1,0,-6
J. AlvaradoJ. AlvaradoPG,6,2-4,1-2,0-0,0,0,0,1,1,0,0,0,5,-5
K. Lewis Jr.K. Lewis Jr.PG,18,1-10,0-4,0-0,0,1,1,2,1,0,4,2,2,-22
T. SatoranskyT. SatoranskySG,21,4-5,0-0,1-1,0,1,1,4,2,0,0,0,9,-25
T. Murphy IIIT. Murphy IIISG,18,2-9,2-8,0-0,0,1,1,1,0,2,0,1,6,-22
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenPF,25,3-5,0-2,2-2,4,4,8,5,1,1,0,4,8,+10
A. WigginsA. WigginsSF,26,6-13,1-5,3-4,0,3,3,0,0,0,1,2,16,+8
K. LooneyK. LooneyC,11,0-1,0-0,0-0,0,3,3,1,0,0,0,3,0,+4
S. CurryS. CurryPG,30,5-16,5-13,4-4,0,3,3,6,0,2,1,1,19,+17
J. PooleJ. PooleSG,28,10-15,6-9,0-0,0,0,0,1,0,0,1,3,26,+31
N. BjelicaN. BjelicaPF,18,5-7,3-5,0-0,1,6,7,3,2,1,3,0,13,+33
J. KumingaJ. KumingaPF,7,1-1,0-0,0-0,0,3,3,1,0,0,1,1,2,+7
A. IguodalaA. IguodalaF,17,1-4,0-2,0-0,1,3,4,10,2,0,1,0,2,+26
O. Porter Jr.O. Porter Jr.SF,17,3-7,2-6,0-0,1,2,3,2,1,0,0,0,8,+13
J. Toscano-AndersonJ. Toscano-AndersonSF,15,2-4,0-1,0-0,0,4,4,2,3,0,1,2,4,+13
D. LeeD. LeeSG,21,2-6,1-3,1-2,0,3,3,2,0,0,1,0,6,+11
G. Payton IIG. Payton IISG,18,7-10,1-3,2-2,2,5,7,3,1,0,0,0,17,+23
M. MoodyM. MoodySG,8,2-2,1-1,0-0,0,1,1,0,0,0,1,0,5,+9
