CHA,DAL,2
CHA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. HaywardG. HaywardSF,30,5-10,4-5,3-4,2,4,6,6,0,0,0,0,17,-15
C. MartinC. MartinSF,30,2-5,1-4,0-0,0,2,2,4,2,0,2,1,5,-24
M. BridgesM. BridgesSF,28,2-11,0-2,3-4,4,6,10,3,1,1,1,2,7,-19
N. RichardsN. RichardsC,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,-10
T. RozierT. RozierSG,33,8-14,2-6,2-4,1,3,4,2,1,1,1,3,20,-14
P.J. WashingtonP.J. WashingtonPF,28,5-12,0-3,1-1,3,1,4,1,0,0,0,4,11,-3
K. JonesK. JonesPF,6,0-0,0-0,0-0,0,1,1,1,0,0,0,0,0,-2
J. ThorJ. ThorPF,18,1-5,0-2,0-0,2,0,2,1,2,0,1,3,2,-9
K. Oubre Jr.K. Oubre Jr.SG,36,7-15,4-9,2-5,1,2,3,4,1,0,1,5,20,-9
J. BouknightJ. BouknightSG,23,4-13,2-6,3-4,5,1,6,0,0,0,2,0,13,-14
S. LewisS. LewisSG,4,0-0,0-0,1-2,0,0,0,0,1,0,0,0,1,-1
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,33,6-11,3-5,0-0,3,1,4,2,0,1,1,4,15,+12
R. BullockR. BullockSF,33,3-5,2-4,1-1,0,4,4,2,1,0,0,2,9,+13
D. PowellD. PowellC,8,0-1,0-0,0-0,1,1,2,0,0,0,1,1,0,+2
K. PorzingisK. PorzingisC,25,7-16,3-8,7-9,4,9,13,0,0,5,0,2,24,+12
J. BrunsonJ. BrunsonPG,25,4-7,0-1,5-5,0,2,2,8,1,0,1,3,13,0
M. KleberM. KleberPF,29,1-3,1-3,0-0,2,6,8,3,0,1,1,1,3,+10
T. Hardaway Jr.T. Hardaway Jr.SF,27,7-17,5-11,0-0,0,1,1,4,0,0,0,3,19,+18
B. MarjanovicB. MarjanovicC,3,2-3,0-1,0-0,0,1,1,0,0,0,1,0,4,+3
M. BrownM. BrownC,9,1-3,0-0,2-2,2,4,6,0,0,0,0,0,4,+10
T. BurkeT. BurkePG,23,9-14,4-7,0-0,0,3,3,6,1,0,2,1,22,+24
F. NtilikinaF. NtilikinaPG,3,0-0,0-0,0-0,0,0,0,1,1,0,0,1,0,+3
J. GreenJ. GreenSG,21,3-3,1-1,0-0,2,4,6,2,0,1,2,1,7,+13
