MIL,IND,2
MIL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. AntetokounmpoG. AntetokounmpoPF,36,10-18,0-2,10-13,1,9,10,9,1,2,2,2,30,+14
K. MiddletonK. MiddletonSF,32,9-17,2-3,7-8,1,4,5,7,1,1,5,0,27,+8
T. AntetokounmpoT. AntetokounmpoSF,19,4-5,0-0,0-0,1,2,3,0,2,0,2,5,8,+12
G. HillG. HillPG,27,3-7,0-2,0-0,0,5,5,3,2,0,0,5,6,-2
G. AllenG. AllenSG,32,5-11,4-9,5-5,0,4,4,0,1,1,1,3,19,+3
S. MamukelashviliS. MamukelashviliPF,10,1-2,0-1,0-0,1,2,3,0,0,0,0,0,2,-8
J. RobinsonJ. RobinsonF,18,1-6,0-2,0-0,0,0,0,0,4,0,2,0,2,+9
J. NworaJ. NworaSF,23,3-8,1-4,2-2,1,3,4,3,0,2,0,2,9,+1
G. KalaitzakisG. KalaitzakisSF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-2
P. ConnaughtonP. ConnaughtonSG,32,4-9,3-7,2-3,2,5,7,2,1,0,1,0,13,+2
R. HoodR. HoodSG,10,1-2,1-2,0-0,0,1,1,0,1,0,0,2,3,+13
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,37,8-13,0-2,5-6,2,11,13,5,1,0,3,3,21,+1
J. HolidayJ. HolidaySF,38,4-9,4-9,0-0,0,3,3,1,3,0,1,2,12,-11
M. TurnerM. TurnerC,14,2-5,1-4,0-0,2,2,4,1,0,1,2,3,5,-15
M. BrogdonM. BrogdonPG,37,10-21,2-4,3-4,0,4,4,7,0,0,7,4,25,-1
C. DuarteC. DuarteSG,33,7-16,2-5,2-2,0,5,5,1,0,0,1,2,18,-1
T. CraigT. CraigSF,6,0-0,0-0,0-0,0,1,1,0,0,0,0,1,0,-5
O. BrissettO. BrissettSF,23,1-6,1-4,0-0,1,5,6,2,0,0,1,2,3,-7
G. BitadzeG. BitadzeC,18,2-8,1-3,2-2,7,2,9,1,2,0,2,5,7,+2
T.J. McConnellT.J. McConnellPG,18,3-5,1-1,0-0,0,1,1,3,0,0,2,2,7,-16
J. LambJ. LambSG,15,3-7,2-4,3-3,0,1,1,2,0,0,0,0,11,+3
