ATL,BOS,2
ATL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GallinariD. GallinariPF,23,2-8,1-3,0-0,0,0,0,0,0,0,0,0,5,-9
D. HunterD. HunterSF,38,4-16,2-7,0-0,3,3,6,3,2,0,2,5,10,+3
C. CapelaC. CapelaC,31,3-4,0-0,2-2,2,15,17,0,0,1,1,2,8,-4
T. YoungT. YoungPG,37,9-26,4-12,8-8,3,1,4,10,2,0,4,1,30,-5
K. HuerterK. HuerterSG,26,3-7,1-3,0-0,0,2,2,1,0,1,1,6,7,-7
O. OkongwuO. OkongwuPF,17,2-4,0-0,0-0,1,4,5,0,0,1,3,2,4,-6
S. CooperS. CooperPG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
L. WilliamsL. WilliamsSG,15,1-5,1-2,0-0,0,2,2,2,1,0,1,0,3,-6
B. BogdanovicB. BogdanovicSG,38,9-20,3-10,5-5,1,5,6,2,1,0,1,4,26,-9
D. WrightD. WrightSG,16,1-3,0-1,0-0,1,5,6,0,0,0,0,2,2,-7
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. TatumJ. TatumSF,40,13-27,4-10,8-9,2,8,10,3,1,2,2,3,38,+11
A. HorfordA. HorfordC,24,3-3,2-2,0-0,0,6,6,0,0,1,0,1,8,+13
R. Williams IIIR. Williams IIIC,36,5-6,0-0,0-1,6,8,14,1,0,2,5,3,10,-2
M. SmartM. SmartPG,35,3-11,0-5,7-9,1,5,6,7,1,0,0,1,13,0
J. BrownJ. BrownSG,38,6-16,2-6,3-4,2,7,9,3,0,0,4,1,17,+5
G. WilliamsG. WilliamsPF,27,2-5,1-3,0-0,0,4,4,1,1,0,0,3,5,+1
D. WhiteD. WhitePG,29,4-14,2-10,4-4,1,3,4,5,2,1,1,2,14,+12
P. PritchardP. PritchardPG,11,0-3,0-2,0-0,0,1,1,1,0,0,0,1,0,+10
