DET,BOS,2
DET
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. GrantJ. GrantSF,29,8-13,4-6,4-4,0,2,2,3,2,0,1,2,24,+5
S. BeyS. BeySF,34,7-13,5-8,1-2,5,6,11,6,2,0,0,1,20,+4
I. StewartI. StewartC,29,6-10,0-0,0-0,3,3,6,2,1,1,0,3,12,+4
C. JosephC. JosephPG,30,2-4,1-3,0-0,0,2,2,4,1,0,3,2,5,+7
C. CunninghamC. CunninghamPG,36,8-22,3-6,1-2,2,6,8,6,0,0,5,5,20,+1
K. OlynykK. OlynykPF,17,5-8,3-4,2-2,3,3,6,1,2,0,4,0,15,-2
M. Bagley IIIM. Bagley IIIPF,23,3-7,0-1,0-1,2,4,6,0,0,0,1,0,6,-3
K. HayesK. HayesPG,18,2-6,0-0,0-0,2,0,2,2,1,0,2,3,4,-6
H. DialloH. DialloSG,16,2-9,0-1,2-2,1,3,4,3,0,0,0,1,6,-5
R. McGruderR. McGruderG,6,0-1,0-1,0-0,0,0,0,1,0,0,0,0,0,0
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. WilliamsG. WilliamsPF,41,6-11,4-7,1-1,0,3,3,3,0,2,1,4,17,-10
J. TatumJ. TatumSF,39,7-15,2-6,6-6,0,4,4,5,1,0,7,0,22,-1
A. HorfordA. HorfordC,34,8-10,2-3,1-2,0,7,7,7,1,2,2,1,19,-3
D. WhiteD. WhitePG,36,3-10,1-6,2-4,0,6,6,6,3,2,2,2,9,-2
J. BrownJ. BrownSG,38,12-21,3-6,4-5,0,2,2,6,1,0,2,3,31,-4
A. NesmithA. NesmithSF,22,2-4,1-2,0-0,1,2,3,1,0,0,0,2,5,+11
D. TheisD. TheisC,16,2-2,0-0,0-0,0,3,3,0,2,0,0,1,4,+3
P. PritchardP. PritchardPG,14,2-4,0-2,0-0,1,1,2,1,0,0,1,1,4,+1
