PHI,ORL,2
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,44,9-19,3-6,1-1,0,9,9,4,2,2,3,3,22,+2
D. GreenD. GreenSF,24,0-2,0-2,0-0,0,0,0,0,1,0,0,1,0,-13
J. EmbiidJ. EmbiidC,33,12-22,0-2,7-10,3,2,5,4,1,1,6,4,31,+1
S. CurryS. CurrySG,42,8-13,3-5,1-2,0,7,7,12,1,0,4,2,20,+17
F. KorkmazF. KorkmazSG,40,6-15,4-9,4-4,0,5,5,1,1,0,2,1,20,-1
G. NiangG. NiangSF,29,2-5,1-3,3-4,3,3,6,1,0,0,0,1,8,+28
A. DrummondA. DrummondC,18,5-8,0-0,2-3,4,4,8,4,2,1,0,2,12,+14
I. JoeI. JoeSG,7,1-1,1-1,0-0,0,2,2,0,0,0,0,0,3,+7
M. PowellM. PowellG,3,0-0,0-0,0-0,0,0,0,0,0,0,0,2,0,-5
ORL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
F. WagnerF. WagnerSF,29,6-11,1-3,2-2,1,5,6,1,1,0,4,1,15,0
W. Carter Jr.W. Carter Jr.C,23,3-4,0-1,6-10,4,6,10,3,0,0,3,6,12,-2
M. BambaM. BambaC,28,8-12,2-5,1-1,3,5,8,1,2,2,2,5,19,-1
C. AnthonyC. AnthonyPG,26,9-21,3-8,5-7,0,5,5,7,1,0,1,2,26,+1
G. HarrisG. HarrisSG,35,4-11,2-7,0-0,2,0,2,1,0,0,3,5,10,-8
C. OkekeC. OkekePF,21,2-6,2-5,0-0,0,1,1,1,2,0,1,1,6,-14
F. GillespieF. GillespieSF,16,0-3,0-0,0-0,3,3,6,0,2,1,1,4,0,-1
T. FrazierT. FrazierPG,17,0-1,0-1,0-0,0,0,0,3,1,0,0,0,0,-6
R.J. HamptonR.J. HamptonPG,18,0-5,0-3,0-0,0,1,1,3,0,0,2,3,0,-7
T. RossT. RossSG,27,8-16,2-6,0-0,1,7,8,2,0,0,2,3,18,-12
