BKN,DAL,2
BKN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. DurantK. DurantPF,41,10-22,1-4,3-3,2,5,7,3,1,1,3,1,24,+4
L. AldridgeL. AldridgeC,23,7-12,0-1,1-1,1,4,5,1,0,0,1,3,15,-4
P. MillsP. MillsPG,33,4-11,2-8,0-0,0,4,4,2,0,0,0,0,10,-1
J. HardenJ. HardenSG,42,7-13,3-6,6-7,0,9,9,12,0,1,5,2,23,+7
D. BembryD. BembrySG,14,2-3,0-1,0-0,0,1,1,0,1,1,0,4,4,-9
P. MillsapP. MillsapPF,4,0-1,0-0,0-0,1,2,3,2,0,0,1,0,0,-2
J. JohnsonJ. JohnsonPF,25,5-7,2-3,0-0,0,4,4,4,1,1,0,5,12,+8
N. ClaxtonN. ClaxtonPF,21,3-4,0-0,0-2,2,7,9,1,0,0,1,4,6,+9
B. BrownB. BrownSF,15,1-2,0-0,0-0,1,2,3,2,0,0,0,3,2,+2
J. CarterJ. CarterPG,5,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0,+1
C. ThomasC. ThomasSG,17,3-8,0-3,0-0,1,4,5,0,0,0,0,0,6,0
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,38,5-10,4-9,1-2,2,4,6,2,3,0,1,2,15,+4
R. BullockR. BullockSF,28,3-10,0-6,0-0,1,1,2,0,0,1,0,0,6,+8
D. PowellD. PowellC,23,3-3,0-0,4-4,2,4,6,0,0,0,0,1,10,+5
K. PorzingisK. PorzingisC,31,6-17,1-5,4-4,2,10,12,5,1,1,2,2,17,+1
L. DoncicL. DoncicPG,37,9-21,3-11,7-8,1,5,6,9,0,0,1,5,28,-2
M. KleberM. KleberPF,14,0-3,0-2,0-2,1,0,1,0,0,0,0,3,0,-4
T. Hardaway Jr.T. Hardaway Jr.SF,28,5-14,0-7,1-1,1,2,3,1,1,0,0,1,11,-6
J. BrunsonJ. BrunsonPG,24,4-8,1-3,1-1,0,1,1,3,0,0,0,0,10,-12
F. NtilikinaF. NtilikinaPG,11,0-3,0-3,0-0,0,2,2,1,0,0,0,0,0,-1
J. GreenJ. GreenSG,7,1-1,0-0,0-0,0,0,0,0,1,0,0,1,2,-8
