MEM,PHX,2
MEM
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. Jackson Jr.J. Jackson Jr.PF,29,3-11,1-5,4-4,0,3,3,1,0,2,2,2,11,+4
S. AdamsS. AdamsC,31,4-5,0-0,5-7,9,7,16,7,0,1,3,4,13,+14
J. MorantJ. MorantPG,34,14-25,3-5,2-4,1,3,4,4,2,0,2,2,33,+15
J. KoncharJ. KoncharSG,34,3-4,1-2,0-0,2,7,9,2,2,0,1,3,7,+3
D. BaneD. BaneSG,37,12-22,6-11,2-2,0,6,6,3,1,1,3,5,32,+3
B. ClarkeB. ClarkePF,11,3-4,0-0,0-0,0,2,2,0,0,0,1,2,6,-7
K. AndersonK. AndersonSF,23,1-5,0-1,0-0,1,5,6,1,2,1,3,4,2,-7
K. TillieK. TillieSF,19,3-6,0-3,0-0,1,2,3,1,1,1,0,0,6,-3
X. TillmanX. TillmanC,5,0-1,0-1,0-0,0,0,0,1,2,0,2,0,0,-5
T. JonesT. JonesPG,18,2-5,0-1,0-0,1,0,1,2,0,0,1,1,4,-12
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
C. JohnsonC. JohnsonSF,36,6-13,4-10,3-3,1,6,7,0,2,0,1,2,19,0
M. BridgesM. BridgesSF,32,5-5,0-0,0-0,1,0,1,1,1,0,0,0,10,-15
J. McGeeJ. McGeeC,22,3-4,0-0,0-0,1,3,4,3,0,0,1,6,6,-17
C. PaulC. PaulPG,35,4-13,0-3,5-5,0,6,6,13,3,0,3,2,13,-5
D. BookerD. BookerSG,37,10-20,3-6,7-9,0,2,2,4,2,2,3,0,30,-8
J. SmithJ. SmithPF,29,4-10,2-4,5-6,6,3,9,0,1,0,2,1,15,+19
E. PaytonE. PaytonPG,9,1-3,0-0,0-0,0,2,2,0,1,0,1,2,2,-3
C. PayneC. PaynePG,24,7-16,1-4,0-0,1,2,3,4,0,0,0,3,15,+8
L. ShametL. ShametSG,14,1-6,1-4,0-0,0,1,1,0,1,0,0,0,3,+16
