BOS,ORL,2
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. TatumJ. TatumSF,34,4-16,1-6,5-8,0,6,6,3,1,2,2,1,14,+12
A. HorfordA. HorfordC,26,3-9,2-5,4-4,2,10,12,7,1,3,3,2,12,+14
R. Williams IIIR. Williams IIIC,30,6-8,0-0,0-0,3,3,6,0,1,1,0,2,12,+15
M. SmartM. SmartPG,33,3-8,2-6,0-2,0,4,4,4,1,1,1,2,8,+18
J. BrownJ. BrownSG,32,10-17,3-8,5-7,0,5,5,3,1,0,2,4,28,+16
G. WilliamsG. WilliamsPF,7,0-1,0-1,1-2,0,1,1,0,0,0,0,0,1,+3
HernangómezHernangómez F,2,0-2,0-2,0-0,0,1,1,0,1,0,0,0,0,-8
B. FernandoB. FernandoF,2,0-0,0-0,0-0,0,0,0,1,0,0,1,2,0,-6
A. NesmithA. NesmithSF,2,1-1,1-1,0-0,0,0,0,0,0,0,0,0,3,-6
SchröderSchröder PG,26,4-11,0-4,0-0,2,2,4,3,0,0,1,3,8,+13
P. PritchardP. PritchardPG,10,0-1,0-0,0-0,0,2,2,1,0,1,0,1,0,-10
J. RichardsonJ. RichardsonSG,18,1-3,0-2,1-2,2,4,6,2,1,1,1,1,3,+10
R. LangfordR. LangfordSG,17,1-2,1-2,0-0,0,3,3,0,0,0,0,2,3,-6
ORL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
F. WagnerF. WagnerSF,32,4-10,1-7,0-0,0,3,3,0,1,0,0,4,9,-15
W. Carter Jr.W. Carter Jr.C,35,5-12,2-5,1-2,3,10,13,4,2,0,4,0,13,-6
M. BambaM. BambaC,29,1-6,1-3,2-2,2,8,10,1,2,1,1,6,5,-18
C. AnthonyC. AnthonyPG,37,4-18,2-11,3-3,0,5,5,4,0,0,0,3,13,-13
J. SuggsJ. SuggsSG,25,4-14,1-5,1-3,2,1,3,2,1,0,2,2,10,-10
C. OkekeC. OkekePF,19,1-4,0-2,4-4,1,3,4,0,2,0,0,2,6,-4
I. BrazdeikisI. BrazdeikisSF,3,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,+4
M. WagnerM. WagnerC,9,1-4,1-3,0-0,0,3,3,0,0,0,1,2,3,0
R.J. HamptonR.J. HamptonPG,19,4-8,1-3,3-4,0,3,3,1,0,0,5,0,12,-3
T. RossT. RossSG,29,3-6,0-2,2-2,0,1,1,2,0,0,0,1,8,-2
M. MulderM. MulderG,4,0-1,0-1,0-0,0,1,1,1,0,0,1,0,0,+2
