CHI,PHI,2
CHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. DeRozanD. DeRozanSF,36,13-22,0-1,11-12,2,8,10,1,1,0,3,2,37,+12
J. GreenJ. GreenSF,23,2-6,0-0,0-0,3,4,7,0,2,0,0,1,4,-11
N. VucevicN. VucevicC,36,2-7,0-2,0-0,2,8,10,6,0,0,1,3,4,-16
L. BallL. BallPG,33,5-11,3-6,0-0,1,4,5,5,3,1,5,4,13,+5
Z. LaVineZ. LaVineSG,38,11-24,2-7,3-4,0,9,9,1,1,0,5,0,27,-15
D. Jones Jr.D. Jones Jr.SF,17,1-2,0-1,2-2,0,1,1,0,2,2,0,1,4,+4
T. BradleyT. BradleyC,12,0-1,0-0,0-0,1,1,2,0,0,1,0,2,0,+11
A. CarusoA. CarusoSG,32,3-6,0-2,0-0,0,3,3,6,2,0,0,4,6,-1
A. DosunmuA. DosunmuSG,13,1-3,1-2,0-0,0,0,0,0,0,0,1,0,3,-14
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. EmbiidJ. EmbiidC,34,6-18,1-5,5-9,1,8,9,7,1,1,4,3,18,+10
T. MaxeyT. MaxeyPG,37,5-10,0-0,4-6,0,1,1,6,0,0,0,2,14,+4
S. CurryS. CurrySG,34,9-14,2-4,2-2,0,5,5,3,1,0,3,1,22,+10
M. ThybulleM. ThybulleSG,38,3-4,2-3,0-0,1,3,4,1,3,2,0,3,8,+13
F. KorkmazF. KorkmazSG,26,5-9,1-4,0-0,0,5,5,1,1,1,2,0,11,-8
G. NiangG. NiangSF,32,6-12,4-8,2-2,1,2,3,1,1,0,0,2,18,+5
A. DrummondA. DrummondC,14,0-3,0-0,2-2,2,3,5,3,1,0,3,0,2,-5
S. MiltonS. MiltonSG,20,3-5,1-3,0-0,0,3,3,2,1,0,2,3,7,0
I. JoeI. JoeSG,5,1-2,1-1,0-0,0,0,0,0,0,0,0,1,3,-4
