IND,OKC,2
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,44,9-16,0-2,6-9,8,10,18,10,2,2,5,3,24,0
J. HolidayJ. HolidaySF,36,8-12,4-7,2-2,1,4,5,2,1,0,2,4,22,0
T. CraigT. CraigSF,29,3-8,2-6,0-0,1,2,3,0,0,2,2,2,8,-18
C. LeVertC. LeVertSG,43,3-19,1-7,3-6,3,4,7,3,1,1,3,3,10,+2
C. DuarteC. DuarteSG,31,2-9,1-3,0-0,1,6,7,2,1,0,1,0,5,-7
O. BrissettO. BrissettSF,24,3-8,2-7,2-4,1,6,7,0,0,0,0,2,10,+21
G. BitadzeG. BitadzeC,2,0-0,0-0,0-0,0,1,1,0,0,1,2,1,0,-6
D. Washington Jr.D. Washington Jr.PG,9,2-4,1-3,0-0,0,0,0,0,0,0,0,0,5,-7
J. LambJ. LambSG,23,4-7,1-1,5-8,0,3,3,4,1,0,2,1,14,+19
T. TaylorT. TaylorSG,7,4-6,0-0,0-0,3,2,5,0,0,0,0,1,8,+9
L. StephensonL. StephensonG,17,3-6,1-3,0-0,1,3,4,4,1,0,2,3,7,+2
OKC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. Robinson-EarlJ. Robinson-EarlPF,22,3-9,0-3,1-1,2,4,6,0,1,1,0,3,7,-5
L. DortL. DortSF,41,10-16,3-9,4-4,2,6,8,4,2,0,2,4,27,+4
S. Gilgeous-AlexanderS. Gilgeous-AlexanderPG,17,4-10,0-3,2-6,0,2,2,3,2,1,0,0,10,+10
T. MannT. MannPG,26,3-11,3-7,0-0,0,1,1,1,3,0,3,4,9,-3
J. GiddeyJ. GiddeySG,40,7-15,1-6,0-0,2,8,10,5,1,0,2,1,15,+6
M. DiakiteM. DiakitePF,11,2-3,0-1,0-0,1,1,2,0,1,1,1,5,4,-8
D. BazleyD. BazleyPF,32,5-7,2-2,2-2,0,3,3,1,1,2,0,2,14,-11
K. WilliamsK. WilliamsSF,26,2-7,1-2,0-0,1,2,3,2,0,0,2,3,5,-9
M. MuscalaM. MuscalaC,20,2-7,2-6,0-2,1,2,3,0,1,1,0,3,6,+10
T. MaledonT. MaledonPG,13,1-3,0-1,1-2,0,2,2,2,0,0,0,0,3,-6
T. JeromeT. JeromeSG,17,4-7,2-3,0-0,1,2,3,4,0,0,3,2,10,-3
