GS,PHX,2
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. GreenD. GreenPF,32,4-8,0-0,0-0,3,8,11,5,0,1,5,3,8,-7
A. WigginsA. WigginsSF,33,4-12,0-1,2-3,1,2,3,2,1,1,1,2,10,-7
K. LooneyK. LooneyC,17,2-6,0-0,1-2,4,2,6,1,0,1,2,1,5,-17
S. CurryS. CurryPG,36,4-21,3-14,1-1,1,2,3,2,1,1,2,0,12,-17
J. PooleJ. PooleSG,35,9-15,6-12,4-5,0,5,5,3,2,1,4,2,28,-9
N. BjelicaN. BjelicaPF,16,1-4,0-2,2-3,1,5,6,2,0,0,1,2,4,-3
J. KumingaJ. KumingaPF,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
O. Porter Jr.O. Porter Jr.SF,30,6-11,4-8,0-0,1,5,6,3,1,0,1,1,16,+10
J. Toscano-AndersonJ. Toscano-AndersonSF,13,1-2,0-0,0-0,1,0,1,2,1,0,5,0,2,-2
G. Payton IIG. Payton IISG,16,4-6,0-2,0-0,1,6,7,1,1,0,0,1,8,+17
C. ChiozzaC. ChiozzaG,12,1-1,1-1,0-0,2,1,3,4,0,0,1,1,3,-5
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CrowderJ. CrowderPF,28,5-11,4-9,0-2,0,6,6,1,1,0,0,3,14,+19
M. BridgesM. BridgesSF,41,1-4,0-0,0-0,0,2,2,3,4,1,2,1,2,+21
D. AytonD. AytonC,34,11-19,0-0,2-4,6,5,11,2,1,2,1,0,24,+16
C. PaulC. PaulPG,39,7-13,1-3,0-0,0,6,6,11,5,0,2,3,15,+21
D. BookerD. BookerSG,15,4-9,0-2,2-2,1,1,2,1,0,0,1,1,10,-5
C. JohnsonC. JohnsonSF,29,5-10,3-7,1-2,0,4,4,2,1,1,1,0,14,-1
J. McGeeJ. McGeeC,8,4-4,0-0,0-0,1,1,2,0,0,0,2,1,8,-7
E. PaytonE. PaytonPG,4,1-3,0-0,0-0,0,0,0,1,0,0,1,0,2,-3
C. PayneC. PaynePG,16,2-5,2-2,0-0,0,1,1,4,0,0,2,1,6,-12
L. ShametL. ShametSG,24,3-9,2-7,1-1,0,1,1,3,0,0,0,2,9,-9
