UTAH,SA,2
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,34,1-4,0-2,1-2,1,4,5,1,2,0,0,3,3,+2
B. BogdanovicB. BogdanovicSF,29,7-16,1-7,4-7,1,2,3,2,0,0,4,1,19,+7
R. GobertR. GobertC,26,5-7,0-0,6-6,1,12,13,2,1,3,0,4,16,+11
M. ConleyM. ConleyPG,28,5-15,1-6,1-2,0,6,6,2,4,0,1,0,12,+8
J. InglesJ. InglesSG,32,6-10,4-7,1-2,0,3,3,3,0,0,3,1,17,0
E. PaschallE. PaschallPF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-6
R. GayR. GaySF,19,2-5,1-2,2-2,0,5,5,2,0,0,1,1,7,-1
E. HughesE. HughesSF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-6
H. WhitesideH. WhitesideC,19,4-6,0-0,5-6,3,5,8,0,0,1,0,0,13,+4
J. ClarksonJ. ClarksonPG,32,9-21,2-7,3-3,1,7,8,5,2,0,4,4,23,+13
T. ForrestT. ForrestSG,20,0-2,0-0,0-0,0,4,4,2,0,0,1,1,0,-2
SA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. McDermottD. McDermottSF,27,7-13,3-6,0-0,0,4,4,1,0,0,1,3,17,-8
K. Bates-DiopK. Bates-DiopSF,16,1-4,0-1,0-2,0,1,1,2,1,1,1,2,2,-11
K. JohnsonK. JohnsonSF,35,5-13,1-3,2-2,0,7,7,1,1,0,0,3,13,-10
J. PoeltlJ. PoeltlC,27,5-11,0-0,0-2,4,9,13,5,1,0,2,5,10,0
D. WhiteD. WhitePG,35,8-16,3-6,2-3,0,2,2,8,3,1,3,1,21,+3
D. EubanksD. EubanksPF,2,0-2,0-0,0-0,2,2,4,0,0,0,0,1,0,+8
D. CacokD. CacokPF,2,3-4,0-0,0-0,1,0,1,0,1,0,0,0,6,+8
J. WieskampJ. WieskampSF,2,1-1,0-0,0-0,0,0,0,0,0,1,0,1,2,+8
J. LandaleJ. LandaleC,17,3-8,1-5,0-0,1,0,1,2,1,0,2,3,7,-17
T. JonesT. JonesPG,13,1-1,0-0,0-0,0,1,1,2,0,0,1,0,2,-9
B. ForbesB. ForbesSG,6,0-3,0-2,0-0,0,0,0,0,0,0,0,0,0,+3
L. Walker IVL. Walker IVSG,26,5-13,1-4,0-0,0,4,4,3,0,0,0,3,11,-23
D. VassellD. VassellSG,29,6-11,1-3,0-0,1,5,6,0,0,0,0,2,13,+5
J. PrimoJ. PrimoSG,4,0-0,0-0,0-0,0,0,0,2,0,0,0,0,0,+13
