BKN,PHI,2
BKN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. DurantK. DurantPF,37,9-20,1-6,10-10,3,12,15,12,1,1,2,1,29,+11
B. GriffinB. GriffinPF,19,1-6,0-5,2-3,0,3,3,0,1,1,0,2,4,-7
N. ClaxtonN. ClaxtonPF,17,1-4,0-0,1-2,1,2,3,1,0,1,1,0,3,-19
J. HarrisJ. HarrisSF,33,5-14,3-10,1-2,1,4,5,1,1,0,4,2,14,-3
J. HardenJ. HardenSG,38,7-17,3-7,3-4,1,6,7,8,2,0,5,0,20,-1
P. MillsapP. MillsapPF,17,3-6,1-4,0-0,1,3,4,0,0,0,0,2,7,-7
J. JohnsonJ. JohnsonPF,3,0-2,0-0,0-0,1,1,2,0,0,0,0,1,0,0
L. AldridgeL. AldridgeC,23,10-12,0-1,3-3,2,3,5,0,0,2,0,3,23,+21
P. MillsP. MillsPG,30,4-5,3-3,0-0,0,2,2,2,1,0,0,3,11,+21
J. CarterJ. CarterPG,23,1-2,1-2,0-0,1,0,1,2,0,1,0,2,3,+9
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,37,10-20,3-4,0-0,0,7,7,4,0,0,1,1,23,-8
D. GreenD. GreenSF,22,2-6,2-6,0-0,0,1,1,0,1,0,0,5,6,-8
J. EmbiidJ. EmbiidC,30,6-15,2-5,5-6,2,6,8,4,2,4,3,4,19,-4
T. MaxeyT. MaxeyPG,36,7-17,1-5,0-0,0,2,2,2,1,0,0,3,15,-9
S. CurryS. CurrySG,36,9-12,4-4,1-2,0,4,4,0,1,2,0,1,23,-5
G. NiangG. NiangSF,13,2-7,1-5,0-0,0,0,0,0,0,1,0,3,5,+7
A. DrummondA. DrummondC,18,2-3,0-1,0-0,3,7,10,2,2,2,1,2,4,-1
M. ThybulleM. ThybulleSG,23,2-3,0-1,0-0,0,1,1,3,1,0,2,2,4,-1
F. KorkmazF. KorkmazSG,20,3-7,1-4,3-3,0,2,2,2,0,0,1,0,10,+4
I. JoeI. JoeSG,4,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,0
