IND,DAL,2
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,29,8-10,1-2,4-5,3,12,15,8,0,1,3,5,21,-18
J. HolidayJ. HolidaySF,24,3-9,1-7,0-0,0,2,2,2,0,0,1,1,7,-23
T. CraigT. CraigSF,20,0-4,0-4,0-0,0,1,1,0,0,0,0,1,0,-20
C. LeVertC. LeVertSG,27,4-10,2-3,4-5,0,1,1,4,0,0,0,2,14,-23
C. DuarteC. DuarteSG,22,5-11,0-3,2-2,1,2,3,2,0,0,2,3,12,-19
I. JacksonI. JacksonF,18,5-8,1-1,1-2,4,2,6,1,1,3,2,6,12,-9
O. BrissettO. BrissettSF,23,1-7,0-1,3-6,1,9,10,1,0,0,1,0,5,-2
D. Washington Jr.D. Washington Jr.PG,25,9-17,3-6,1-1,0,3,3,3,0,0,0,2,22,-5
J. LambJ. LambSG,18,2-5,1-3,0-0,0,2,2,1,0,1,1,0,5,-9
T. TaylorT. TaylorSG,12,1-2,0-1,1-2,1,1,2,0,0,2,0,0,3,-3
L. StephensonL. StephensonG,16,1-5,0-1,0-0,0,2,2,3,0,0,1,1,2,+1
K. SykesK. SykesG,5,1-3,0-1,0-0,0,0,0,0,0,0,0,0,2,-5
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,28,2-5,0-2,1-1,3,3,6,2,0,1,1,2,5,+27
M. KleberM. KleberPF,23,5-9,3-5,2-2,2,12,14,1,1,0,0,3,15,+11
K. PorzingisK. PorzingisC,11,2-5,0-1,1-2,0,1,1,0,0,0,0,2,5,+3
J. BrunsonJ. BrunsonPG,32,6-12,1-2,0-0,0,2,2,8,1,0,1,0,13,+13
L. DoncicL. DoncicPG,32,12-21,4-9,2-7,1,5,6,12,1,2,1,0,30,+34
R. BullockR. BullockSF,24,8-11,6-8,1-1,0,3,3,0,1,0,0,0,23,+21
M. ChrissM. ChrissSF,16,2-8,0-0,0-1,3,5,8,3,1,2,1,4,4,+11
D. PowellD. PowellC,20,5-9,0-1,0-0,1,2,3,0,2,2,0,2,10,+13
T. BurkeT. BurkePG,5,1-3,1-3,0-0,0,0,0,0,0,0,0,0,3,-3
F. NtilikinaF. NtilikinaPG,17,3-6,0-1,3-4,0,2,2,2,0,0,0,1,9,-2
J. GreenJ. GreenSG,24,4-6,0-1,4-4,1,0,1,3,1,0,1,5,12,+10
T. PinsonT. PinsonG,5,1-1,1-1,0-0,0,0,0,0,0,0,0,0,3,-3
