IND,MIA,2
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,28,4-11,0-2,4-5,0,4,4,4,0,0,2,1,12,-20
J. HolidayJ. HolidaySF,22,2-10,1-8,2-2,1,2,3,2,0,0,1,2,7,-11
M. TurnerM. TurnerC,22,4-5,1-1,0-0,1,6,7,1,1,2,1,3,9,-10
M. BrogdonM. BrogdonPG,8,0-2,0-1,1-2,1,0,1,2,0,0,0,0,1,-7
C. LeVertC. LeVertSG,30,4-15,3-5,6-6,1,3,4,3,0,0,1,0,17,-21
I. JacksonI. JacksonF,12,2-3,0-0,2-4,2,2,4,0,1,0,0,0,6,0
T. CraigT. CraigSF,16,2-4,1-1,0-0,0,0,0,1,0,0,1,2,5,-16
O. BrissettO. BrissettSF,24,5-8,2-2,2-2,2,3,5,1,1,1,1,1,14,-18
G. BitadzeG. BitadzeC,7,1-3,0-2,0-0,0,0,0,0,0,0,0,0,2,+4
B. WanamakerB. WanamakerPG,27,1-6,0-1,0-0,0,1,1,5,1,0,3,3,2,-9
J. LambJ. LambSG,15,1-9,0-3,0-0,1,4,5,0,0,0,0,0,2,-10
K. MartinK. MartinSG,10,0-4,0-1,2-2,1,3,4,1,0,0,0,0,2,-11
C. DuarteC. DuarteSG,19,5-7,3-4,4-5,1,3,4,2,2,0,1,1,17,-16
MIA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. DedmonD. DedmonC,20,2-3,1-1,0-0,3,5,8,2,0,2,2,0,5,+7
K. LowryK. LowryPG,30,3-9,0-5,2-3,1,10,11,12,2,0,3,4,8,+14
G. VincentG. VincentPG,32,5-13,3-8,0-0,1,2,3,2,1,1,2,2,13,+18
D. RobinsonD. RobinsonSG,30,10-16,6-10,0-0,0,1,1,1,0,0,1,3,26,+21
M. StrusM. StrusSG,36,7-15,4-12,0-0,2,5,7,4,0,0,0,2,18,+6
U. HaslemU. HaslemPF,6,1-3,1-1,0-0,0,1,1,0,0,0,0,0,3,+2
K. OkpalaK. OkpalaSF,23,7-9,2-3,0-0,0,3,3,1,0,0,0,1,16,+21
O. YurtsevenO. YurtsevenC,22,3-7,0-1,2-2,6,7,13,1,2,2,2,6,8,+20
T. HerroT. HerroPG,21,8-17,5-8,5-6,0,1,1,5,0,0,0,1,26,+31
M. GarrettM. GarrettSG,19,1-3,0-0,0-0,2,3,5,2,0,0,1,2,2,+5
