CHA,UTAH,2
CHA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
M. BridgesM. BridgesSF,37,8-20,2-9,3-3,1,10,11,4,1,0,5,3,21,-4
M. PlumleeM. PlumleeC,26,2-4,0-1,0-0,2,7,9,2,1,1,1,3,4,0
L. BallL. BallPG,33,8-20,3-7,2-2,2,4,6,11,0,1,4,6,21,-14
T. RozierT. RozierSG,34,7-19,4-10,2-2,0,6,6,4,0,0,0,2,20,-8
K. Oubre Jr.K. Oubre Jr.SG,31,2-9,1-6,0-0,0,3,3,1,3,0,1,2,5,-4
J. McDanielsJ. McDanielsPF,26,6-8,2-2,0-0,1,4,5,0,1,2,1,5,14,-13
P.J. WashingtonP.J. WashingtonPF,20,2-7,2-5,0-0,1,3,4,1,0,0,0,2,6,-15
N. RichardsN. RichardsC,11,2-5,0-0,2-2,4,1,5,1,0,0,0,1,6,+3
I. SmithI. SmithPG,13,1-6,1-2,0-0,0,1,1,1,1,0,1,0,3,+2
J. BouknightJ. BouknightSG,10,1-3,0-1,0-0,0,1,1,2,0,0,0,1,2,+3
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,30,1-9,1-6,0-0,3,10,13,3,1,1,2,1,3,+18
B. BogdanovicB. BogdanovicSF,29,8-15,5-11,2-4,2,0,2,0,1,0,3,3,23,+19
R. GobertR. GobertC,36,4-10,0-0,15-16,7,14,21,2,1,1,4,2,23,+4
M. ConleyM. ConleyPG,30,4-13,2-8,4-5,1,5,6,4,1,0,0,2,14,+13
D. MitchellD. MitchellSG,34,7-20,2-10,5-8,2,4,6,6,0,0,2,1,21,+13
R. GayR. GaySF,18,2-11,1-5,0-1,3,0,3,1,0,0,1,2,5,-8
H. WhitesideH. WhitesideC,12,2-2,0-0,2-3,3,4,7,0,0,3,2,2,6,+6
J. ClarksonJ. ClarksonPG,22,4-9,3-6,0-0,1,4,5,1,0,1,1,0,11,-9
J. InglesJ. InglesSG,26,2-7,2-7,0-0,0,5,5,4,0,0,1,1,6,0
T. ForrestT. ForrestSG,2,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,-6
