IND,LAC,2
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,34,7-14,0-1,5-7,5,6,11,7,0,2,3,4,19,-8
J. HolidayJ. HolidaySF,32,6-12,5-8,1-2,1,0,1,1,2,0,0,1,18,-12
T. CraigT. CraigSF,15,2-3,0-1,0-0,1,0,1,2,1,0,0,2,4,-22
D. Washington Jr.D. Washington Jr.PG,27,4-10,2-5,0-0,0,1,1,2,0,0,2,2,10,-10
C. LeVertC. LeVertSG,35,9-18,2-6,6-6,0,9,9,4,1,0,2,6,26,-9
O. BrissettO. BrissettSF,22,4-10,1-4,4-4,1,2,3,1,0,0,0,0,13,-1
G. BitadzeG. BitadzeC,25,7-9,1-1,2-2,5,3,8,2,0,2,1,1,17,+17
C. DuarteC. DuarteSG,34,10-14,2-5,2-2,2,5,7,6,3,0,2,4,24,+9
L. StephensonL. StephensonG,14,1-7,0-2,0-0,0,0,0,5,1,0,1,2,2,+6
K. SykesK. SykesG,3,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0,0
LAC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
N. BatumN. BatumPF,36,11-16,7-10,3-3,0,5,5,3,0,2,1,0,32,+18
M. Morris Sr.M. Morris Sr.SF,38,8-13,3-5,2-2,1,7,8,3,0,1,2,2,21,+12
I. ZubacI. ZubacC,25,3-3,0-0,4-4,3,2,5,4,0,1,1,4,10,+3
R. JacksonR. JacksonPG,32,6-14,1-7,13-14,0,5,5,3,3,0,3,3,26,+18
A. CoffeyA. CoffeySG,36,6-10,3-6,1-1,0,3,3,7,1,1,0,2,16,+13
S. IbakaS. IbakaC,7,1-3,1-1,0-0,0,0,0,1,1,1,1,0,3,-2
I. HartensteinI. HartensteinC,15,3-4,0-0,3-4,0,1,1,2,1,1,0,4,9,+5
E. BledsoeE. BledsoeSG,19,2-6,1-2,4-6,2,0,2,6,0,0,0,0,9,-11
T. MannT. MannSG,20,3-6,2-3,1-2,2,3,5,3,1,0,1,3,9,-16
B. Boston Jr.B. Boston Jr.SG,10,2-7,0-2,0-0,0,3,3,0,0,0,2,0,4,-10
