LAL,BOS,2
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. DavisA. DavisPF,37,12-21,0-3,7-9,1,5,6,2,0,3,1,2,31,-14
L. JamesL. JamesSF,32,10-16,3-7,0-1,1,5,6,2,2,0,3,3,23,-4
R. WestbrookR. WestbrookPG,31,5-13,1-4,1-4,1,3,4,6,1,0,2,5,12,-12
A. BradleyA. BradleyPG,26,2-4,2-2,0-0,0,4,4,0,1,0,3,1,6,-7
T. Horton-TuckerT. Horton-TuckerSG,27,0-6,0-1,2-2,0,2,2,3,0,0,1,4,2,-12
C. AnthonyC. AnthonyPF,26,3-6,3-4,4-4,2,2,4,0,0,1,1,5,13,-16
K. BazemoreK. BazemoreSF,4,2-4,0-0,1-1,0,1,1,1,0,1,0,0,5,-2
D. HowardD. HowardC,10,2-2,1-1,2-2,2,2,4,2,0,0,0,2,7,-9
R. RondoR. RondoPG,11,0-2,0-1,0-0,0,0,0,2,1,0,1,3,0,-10
W. EllingtonW. EllingtonSG,12,0-3,0-3,0-0,0,1,1,0,0,0,0,2,0,-4
M. MonkM. MonkSG,25,3-7,2-4,1-1,0,1,1,2,0,1,0,2,9,-20
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. WilliamsG. WilliamsPF,28,2-4,1-3,0-0,1,2,3,2,0,0,0,2,5,+2
J. TatumJ. TatumSF,34,13-26,4-9,7-7,1,10,11,2,3,1,1,3,37,+10
A. HorfordA. HorfordC,32,5-9,1-3,7-10,1,3,4,4,1,1,1,3,18,+1
M. SmartM. SmartPG,30,9-13,1-2,3-5,3,5,8,6,1,0,1,2,22,+7
SchröderSchröder PG,34,8-14,1-4,4-4,3,3,6,6,0,0,4,4,21,+12
HernangómezHernangómez F,4,0-1,0-1,0-0,0,2,2,0,1,0,0,0,0,+3
A. NesmithA. NesmithSF,4,0-0,0-0,0-0,1,0,1,0,0,0,0,0,0,+3
KanterKanter C,16,1-3,1-1,2-2,0,7,7,1,0,0,3,3,5,+21
P. PritchardP. PritchardPG,9,1-3,1-2,2-2,0,0,0,1,0,0,1,1,5,+5
J. RichardsonJ. RichardsonSG,29,5-11,1-3,4-6,1,3,4,0,0,0,0,1,15,+27
R. LangfordR. LangfordSG,22,0-4,0-2,2-2,1,4,5,0,1,0,1,1,2,+19
