UTAH,PHI,2
UTAH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
R. O'NealeR. O'NealePF,28,3-5,1-3,0-0,0,4,4,1,1,0,0,1,7,+13
B. BogdanovicB. BogdanovicSF,28,4-9,0-4,6-7,0,0,0,0,0,0,1,0,14,+15
R. GobertR. GobertC,29,6-11,0-0,5-8,6,15,21,1,0,2,1,4,17,+17
M. ConleyM. ConleyPG,25,4-10,2-4,0-0,1,1,2,4,1,1,2,1,10,+9
D. MitchellD. MitchellSG,29,8-19,5-10,1-2,1,0,1,6,2,0,2,2,22,+7
E. PaschallE. PaschallPF,3,0-1,0-0,0-0,0,0,0,0,1,0,1,1,0,+3
R. GayR. GaySF,18,4-5,1-2,1-1,0,6,6,0,0,0,1,2,10,+6
H. WhitesideH. WhitesideC,15,5-8,0-0,4-5,6,4,10,1,0,2,1,0,14,+2
J. ClarksonJ. ClarksonPG,28,4-12,3-10,0-1,1,3,4,1,1,0,1,1,11,+14
J. InglesJ. InglesSG,24,4-9,3-7,0-0,1,1,2,7,1,0,1,1,11,+13
T. ForrestT. ForrestSG,7,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,+9
M. OniM. OniSG,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,+1
J. ButlerJ. ButlerSG,3,1-1,0-0,0-0,0,1,1,1,0,0,0,1,2,+1
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,35,6-11,1-2,4-4,1,6,7,1,0,1,0,2,17,-16
D. GreenD. GreenSF,20,0-5,0-4,0-0,0,2,2,1,1,1,1,1,0,-4
J. EmbiidJ. EmbiidC,30,8-18,1-4,2-2,1,8,9,2,3,1,1,4,19,-3
T. MaxeyT. MaxeyPG,26,5-10,0-0,1-2,2,1,3,2,2,0,1,1,11,-16
S. CurryS. CurrySG,33,7-12,2-6,2-2,0,2,2,4,0,0,1,5,18,-15
G. NiangG. NiangSF,16,4-7,1-4,0-0,0,3,3,0,0,0,0,3,9,-10
A. DrummondA. DrummondC,10,0-1,0-0,0-0,0,3,3,1,0,0,2,2,0,-11
C. BasseyC. BasseyC,5,2-2,0-0,0-0,0,0,0,0,1,1,1,0,4,-4
M. ThybulleM. ThybulleSG,19,3-8,1-5,0-0,1,0,1,1,1,0,2,0,7,-12
S. MiltonS. MiltonSG,24,2-7,0-2,3-3,1,2,3,2,1,0,0,1,7,-10
F. KorkmazF. KorkmazSG,16,1-6,0-5,2-2,0,1,1,1,0,0,0,1,4,-10
I. JoeI. JoeSG,7,0-1,0-1,0-0,0,0,0,2,0,0,0,0,0,+1
