CLE,DAL,2
CLE
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
L. MarkkanenL. MarkkanenPF,33,9-15,5-9,1-1,1,7,8,2,1,0,0,4,24,+23
I. OkoroI. OkoroSF,27,4-6,1-2,1-1,0,1,1,2,0,1,0,3,10,+5
J. AllenJ. AllenC,34,12-17,0-0,4-6,3,11,14,3,0,1,2,1,28,+30
E. MobleyE. MobleyC,35,5-10,0-2,2-3,0,7,7,2,1,2,5,3,12,+5
D. GarlandD. GarlandPG,33,7-13,1-3,3-3,0,2,2,9,0,0,5,3,18,+22
K. LoveK. LovePF,17,3-4,2-2,2-2,1,4,5,3,0,0,2,1,10,+15
L. StevensL. StevensF,7,1-1,0-0,1-2,0,1,1,0,0,0,1,3,3,-10
E. DavisE. DavisC,4,1-1,0-0,0-0,0,1,1,0,0,0,1,1,2,-5
R. RubioR. RubioPG,28,3-11,1-1,0-0,0,7,7,6,1,0,2,3,7,+30
D. ValentineD. ValentineSG,5,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,-9
D. WindlerD. WindlerSG,12,0-1,0-0,0-0,0,2,2,1,0,0,0,0,0,-7
K. PangosK. PangosG,5,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0,-9
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,25,6-10,2-6,0-0,1,0,1,2,2,0,0,2,14,+1
T. Hardaway Jr.T. Hardaway Jr.SF,27,3-10,0-3,0-0,0,1,1,2,2,1,2,0,6,+1
K. PorzingisK. PorzingisC,27,4-12,0-4,1-2,1,4,5,1,0,4,0,0,9,-10
M. BrownM. BrownC,11,1-2,0-0,0-0,0,2,2,0,1,0,2,4,2,+2
L. DoncicL. DoncicPG,33,9-21,7-11,0-4,2,8,10,10,1,0,4,2,25,-20
M. KleberM. KleberPF,25,4-10,2-7,3-4,1,0,1,0,0,2,0,2,13,-34
R. BullockR. BullockSF,23,0-3,0-3,0-1,0,2,2,0,0,0,1,1,0,-8
S. BrownS. BrownSF,15,2-3,0-1,0-0,0,4,4,2,1,0,0,1,4,-10
B. MarjanovicB. MarjanovicC,8,4-5,1-1,1-2,0,4,4,0,0,0,0,0,10,+11
D. PowellD. PowellC,8,0-0,0-0,0-0,2,0,2,0,1,0,0,1,0,-12
T. BurkeT. BurkePG,8,3-4,0-1,0-0,0,0,0,3,0,0,1,0,6,+11
J. BrunsonJ. BrunsonPG,22,2-7,0-2,1-2,0,1,1,0,0,0,0,2,5,-33
J. GreenJ. GreenSG,8,1-2,0-0,0-0,0,0,0,0,0,0,0,0,2,+11
