MIN,PHI,2
MIN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. PrinceT. PrincePF,31,2-3,1-2,0-0,1,5,6,3,0,0,1,2,5,-6
J. VanderbiltJ. VanderbiltPF,37,2-5,0-0,1-1,4,10,14,2,1,1,2,6,5,+5
A. EdwardsA. EdwardsSF,48,8-21,1-8,2-2,0,6,6,7,3,1,4,1,19,+8
K. TownsK. TownsC,37,11-16,3-5,3-6,2,8,10,0,0,1,3,6,28,-2
D. RussellD. RussellPG,44,13-25,6-10,3-4,0,4,4,8,2,2,5,4,35,+1
J. McDanielsJ. McDanielsPF,32,3-9,1-5,1-1,0,4,4,1,1,0,0,6,8,-4
N. ReidN. ReidC,21,6-9,1-1,0-0,2,3,5,0,0,1,4,5,13,+3
M. BeasleyM. BeasleySG,24,2-6,1-5,0-0,1,1,2,0,0,0,1,0,5,-4
L. BolmaroL. BolmaroSG,17,1-2,0-0,1-2,1,2,3,1,0,0,1,1,3,+4
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,45,6-16,0-4,5-7,3,6,9,4,2,0,0,1,17,0
J. EmbiidJ. EmbiidC,45,12-23,2-4,16-21,2,12,14,3,1,2,4,4,42,+11
T. MaxeyT. MaxeyPG,44,5-15,1-3,4-5,0,4,4,9,0,1,4,5,15,+7
S. CurryS. CurrySG,46,4-11,3-8,3-4,0,3,3,1,0,0,1,5,14,-5
M. ThybulleM. ThybulleSG,29,3-6,0-2,0-0,3,2,5,1,3,0,1,3,6,-12
D. GreenD. GreenSF,22,4-9,3-7,0-0,2,1,3,3,4,0,2,0,11,+11
G. NiangG. NiangSF,22,2-5,2-4,0-0,0,2,2,2,0,1,0,1,6,+1
A. DrummondA. DrummondC,13,1-1,0-0,0-0,1,2,3,1,0,1,2,3,2,-10
F. KorkmazF. KorkmazSG,17,2-6,1-2,2-2,1,0,1,1,2,0,2,2,7,-9
I. JoeI. JoeSG,6,0-1,0-0,0-0,0,0,0,2,1,0,0,1,0,+1
