LAL,MEM,2
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. DavisA. DavisPF,38,9-18,1-4,3-4,1,7,8,1,1,1,2,1,22,-2
L. JamesL. JamesSF,37,7-15,1-6,5-5,0,10,10,11,4,2,5,1,20,+2
R. WestbrookR. WestbrookPG,33,3-9,2-3,1-4,0,6,6,7,0,1,6,4,9,-16
A. BradleyA. BradleyPG,29,4-5,2-2,0-0,0,3,3,0,2,1,0,1,10,+7
T. Horton-TuckerT. Horton-TuckerSG,27,5-10,0-1,0-0,1,1,2,5,0,0,1,2,10,-11
C. AnthonyC. AnthonyPF,22,2-5,1-3,2-4,4,5,9,0,0,0,3,3,7,-16
D. HowardD. HowardC,10,2-3,1-1,0-0,1,2,3,0,0,0,0,1,5,+1
W. EllingtonW. EllingtonSG,20,2-6,2-5,0-0,0,0,0,0,0,0,2,1,6,-14
M. MonkM. MonkSG,23,2-7,2-5,0-0,0,4,4,2,1,1,3,1,6,-16
MEM
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. Jackson Jr.J. Jackson Jr.PF,29,9-18,2-8,5-6,0,5,5,0,3,0,3,3,25,+7
S. AdamsS. AdamsC,30,1-3,0-0,2-6,8,5,13,2,0,0,3,0,4,-6
T. JonesT. JonesPG,35,5-14,2-6,0-0,0,4,4,6,2,0,2,1,12,+4
D. BaneD. BaneSG,31,9-20,5-11,0-0,0,3,3,3,2,1,1,1,23,+4
D. MeltonD. MeltonSG,29,4-9,2-6,2-2,2,2,4,6,2,0,1,1,12,-1
K. AndersonK. AndersonSF,15,3-7,1-2,0-0,0,4,4,4,0,2,0,1,7,+7
K. TillieK. TillieSF,17,2-7,1-5,0-0,0,2,2,1,0,1,1,2,5,+4
X. TillmanX. TillmanC,18,2-6,1-2,0-0,1,2,3,1,4,0,0,2,5,+19
J. KoncharJ. KoncharSG,19,2-4,0-1,3-4,3,3,6,3,3,0,0,1,7,+14
J. CulverJ. CulverG,16,4-6,0-1,0-0,0,3,3,2,2,1,0,2,8,+13
