MIA,WSH,2
MIA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P.J. TuckerP.J. TuckerPF,23,1-1,0-0,0-0,1,6,7,2,1,0,1,3,2,+12
J. ButlerJ. ButlerSF,30,7-13,0-0,5-6,1,2,3,4,1,0,4,2,19,+21
B. AdebayoB. AdebayoC,24,7-11,0-0,7-8,1,6,7,4,1,0,3,3,21,+10
K. LowryK. LowryPG,30,4-6,3-5,0-0,0,4,4,5,1,0,1,1,11,+20
D. RobinsonD. RobinsonSG,29,4-10,4-9,0-0,0,1,1,0,0,0,3,1,12,+2
C. MartinC. MartinSF,21,5-8,3-4,2-2,0,1,1,3,0,0,0,3,15,+15
D. DedmonD. DedmonC,16,4-6,2-3,1-2,1,4,5,0,0,0,1,3,11,+22
O. YurtsevenO. YurtsevenC,8,2-4,0-0,0-0,1,2,3,1,0,0,0,1,4,-11
G. VincentG. VincentPG,28,6-9,4-6,0-0,0,4,4,8,2,0,2,4,16,+14
K. GuyK. GuySG,7,1-3,0-0,2-3,0,0,0,1,1,0,0,0,4,-11
M. StrusM. StrusSG,24,2-5,2-5,0-0,0,2,2,1,2,1,3,2,6,+11
WSH
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
K. KuzmaK. KuzmaSF,27,4-9,1-5,3-3,0,2,2,2,0,0,2,1,12,-35
T. BryantT. BryantC,22,3-5,0-2,2-2,1,4,5,0,0,0,3,3,8,-11
S. DinwiddieS. DinwiddiePG,26,2-6,0-1,0-0,0,5,5,6,2,0,1,1,4,-12
A. HolidayA. HolidayPG,28,5-10,1-4,3-4,1,3,4,4,3,0,3,1,14,+4
K. Caldwell-PopeK. Caldwell-PopeSG,22,3-11,1-4,2-2,0,1,1,2,0,0,0,2,9,-4
A. GillA. GillPF,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
R. HachimuraR. HachimuraPF,27,4-10,2-3,1-1,1,2,3,1,1,0,1,2,11,-15
D. BertansD. BertansSF,6,1-2,0-1,0-0,0,0,0,1,0,0,0,0,2,+11
C. KispertC. KispertSF,26,9-15,1-6,1-1,3,3,6,1,1,0,1,2,20,-1
D. AvdijaD. AvdijaSF,25,1-2,1-2,2-2,0,6,6,4,2,0,2,3,5,+1
M. HarrellM. HarrellC,18,4-6,0-0,5-6,1,0,1,2,0,0,2,2,13,-21
R. NetoR. NetoPG,12,0-4,0-3,2-2,0,0,0,2,1,0,1,1,2,-22
