IND,PHX,2
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. HolidayJ. HolidaySF,27,3-5,2-3,2-3,2,2,4,3,1,1,0,6,10,-14
T. CraigT. CraigSF,30,3-9,2-5,0-0,0,6,6,2,1,0,1,0,8,-4
G. BitadzeG. BitadzeC,35,6-14,0-3,4-6,4,7,11,2,0,1,1,3,16,-5
C. DuarteC. DuarteSG,31,7-15,3-6,0-1,0,4,4,4,1,0,4,1,17,-1
K. SykesK. SykesG,26,2-8,1-2,0-0,0,1,1,2,1,0,5,1,5,+1
I. JacksonI. JacksonF,13,2-4,0-0,2-3,3,0,3,2,0,2,1,4,6,-5
O. BrissettO. BrissettSF,18,3-6,1-1,3-3,1,4,5,0,0,0,0,0,10,-8
D. Washington Jr.D. Washington Jr.PG,15,0-4,0-2,0-0,0,0,0,1,0,0,1,0,0,-12
J. LambJ. LambSG,28,4-10,1-7,5-7,1,6,7,2,1,1,1,2,14,+4
L. StephensonL. StephensonG,18,7-9,0-0,3-4,1,2,3,1,0,0,3,1,17,-6
PHX
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CrowderJ. CrowderPF,23,2-4,0-1,0-0,0,2,2,1,2,0,1,1,4,+15
M. BridgesM. BridgesSF,35,10-15,2-4,1-1,0,6,6,4,1,0,0,1,23,+11
J. McGeeJ. McGeeC,18,6-10,0-0,1-2,5,7,12,0,0,3,0,4,13,+4
C. PaulC. PaulPG,41,8-11,0-2,2-2,0,4,4,16,4,0,4,0,18,+12
D. BookerD. BookerSG,39,5-23,0-6,1-1,1,6,7,3,2,2,3,4,11,+5
C. JohnsonC. JohnsonSF,25,2-9,2-7,2-2,1,3,4,1,0,0,0,3,8,-5
B. BiyomboB. BiyomboC,30,9-12,0-0,3-3,6,7,13,5,1,2,2,3,21,+6
E. PaytonE. PaytonPG,7,0-1,0-1,0-0,0,2,2,1,1,0,0,0,0,0
C. PayneC. PaynePG,7,2-5,1-1,2-3,0,0,0,3,0,1,1,2,7,-1
L. ShametL. ShametSG,16,3-6,2-3,0-0,1,0,1,0,0,0,0,1,8,+3
