PHI,DAL,2
PHI
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
T. HarrisT. HarrisPF,33,6-8,0-0,1-2,1,2,3,5,0,1,3,1,13,-9
J. EmbiidJ. EmbiidC,33,7-17,2-5,11-14,2,11,13,4,2,3,1,2,27,-17
T. MaxeyT. MaxeyPG,36,7-12,0-2,4-4,0,2,2,6,0,0,1,5,18,-6
S. CurryS. CurrySG,36,4-9,3-6,0-0,0,3,3,3,0,0,2,2,11,-17
M. ThybulleM. ThybulleSG,26,2-4,1-3,1-3,0,1,1,1,1,1,0,2,6,+2
D. GreenD. GreenSF,25,2-7,0-5,0-0,1,5,6,0,0,0,2,3,4,-10
G. NiangG. NiangSF,17,5-6,3-4,0-0,0,0,0,1,0,0,2,1,13,+1
A. DrummondA. DrummondC,15,3-5,0-0,0-0,2,5,7,2,2,0,1,2,6,+8
I. JoeI. JoeSG,18,0-2,0-2,0-0,0,1,1,1,0,0,1,4,0,+3
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,39,5-12,3-8,0-0,1,1,2,0,3,0,2,2,13,+14
R. BullockR. BullockSF,36,5-14,4-11,6-6,0,4,4,0,0,0,1,1,20,+8
D. PowellD. PowellC,34,6-6,0-0,2-2,3,2,5,1,3,0,3,5,14,+9
J. BrunsonJ. BrunsonPG,39,7-15,1-4,4-5,1,4,5,4,0,0,0,1,19,+1
L. DoncicL. DoncicPG,40,13-28,1-6,6-9,3,10,13,15,2,0,3,1,33,+19
M. ChrissM. ChrissSF,11,0-3,0-1,0-0,2,1,3,1,0,0,0,5,0,-1
B. MarjanovicB. MarjanovicC,3,1-1,0-0,0-0,0,0,0,0,0,0,0,1,2,+1
T. BurkeT. BurkePG,8,1-2,0-0,0-0,0,0,0,0,0,0,0,1,2,-6
F. NtilikinaF. NtilikinaPG,11,1-3,1-3,1-1,0,1,1,0,0,0,0,0,4,+4
J. GreenJ. GreenSG,18,0-1,0-1,0-0,1,6,7,1,0,0,1,1,0,-4
